dtc,meanRelabund,domTaxa,minClusterSize,deepSplit
12,0.18787867148502113,MultiGenera,28,4
13,0.658188340664298,Lactobacillus_iners_4,28,4
14,0.22599648561799837,Gardnerella_vaginalis_1,28,4
15,0.35783045477166314,UBA629_sp005465875_3,28,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,28,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,28,4
18,0.40054425950525147,Lactobacillus_iners_2,28,4
19,0.8724524352608115,Lactobacillus_crispatus_6,28,4
20,0.48004398926117625,Gardnerella_vaginalis_2,28,4
21,0.5649737465309745,Lactobacillus_iners_3,28,4
22,0.8175721451739782,Lactobacillus_crispatus_4,28,4
23,0.8615226336749823,Lactobacillus_crispatus_8,28,4
24,0.20266249146150228,MultiGenera,28,4
25,0.645134297554548,Lactobacillus_iners_7,28,4
26,0.542227454503678,Lactobacillus_paragasseri_1,28,4
27,0.2079142245339768,UBA629_sp005465875_1,28,4
28,0.7851632977693439,Lactobacillus_crispatus_7,28,4
29,0.8320116122909413,Lactobacillus_crispatus_5,28,4
30,0.6499842264458758,Lactobacillus_gasseri_1,28,4
31,0.2665656047893741,Gardnerella_vaginalis_C_1,28,4
32,0.24148106286510504,Lactobacillus_iners_4,28,4
33,0.3079014333005978,Lactobacillus_iners_1,28,4
34,0.23538485305096923,Gardnerella_vaginalis_C_2,28,4
1,0.24166353439803187,MultiGenera,29,0
2,0.5610224155493722,Lactobacillus_iners_7,29,0
3,0.298385368933536,Gardnerella_swidsinkii_1,29,0
4,0.6353300484868615,Lactobacillus_iners_2,29,0
5,0.5900384501246967,Lactobacillus_iners_1,29,0
6,0.4062212307742875,UBA629_sp005465875_1,29,0
7,0.8643502635506987,Lactobacillus_crispatus_3,29,0
8,0.6863692622376137,Lactobacillus_iners_6,29,0
9,0.849708330281197,Lactobacillus_crispatus_1,29,0
10,0.8286133861041611,Lactobacillus_crispatus_2,29,0
11,0.658188340664298,Lactobacillus_iners_4,29,0
12,0.8724524352608115,Lactobacillus_crispatus_6,29,0
13,0.8175721451739782,Lactobacillus_crispatus_4,29,0
14,0.8615226336749823,Lactobacillus_crispatus_8,29,0
1,0.24166353439803187,MultiGenera,29,1
2,0.5103484170097508,Lactobacillus_iners_3,29,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,29,1
4,0.6353300484868615,Lactobacillus_iners_2,29,1
5,0.5900384501246967,Lactobacillus_iners_1,29,1
6,0.4062212307742875,UBA629_sp005465875_1,29,1
7,0.8643502635506987,Lactobacillus_crispatus_3,29,1
8,0.6863692622376137,Lactobacillus_iners_6,29,1
9,0.849708330281197,Lactobacillus_crispatus_1,29,1
10,0.8286133861041611,Lactobacillus_crispatus_2,29,1
11,0.658188340664298,Lactobacillus_iners_4,29,1
12,0.8724524352608115,Lactobacillus_crispatus_6,29,1
13,0.48004398926117625,Gardnerella_vaginalis_2,29,1
14,0.8175721451739782,Lactobacillus_crispatus_4,29,1
15,0.8615226336749823,Lactobacillus_crispatus_8,29,1
16,0.645134297554548,Lactobacillus_iners_7,29,1
17,0.7851632977693439,Lactobacillus_crispatus_7,29,1
18,0.8320116122909413,Lactobacillus_crispatus_5,29,1
1,0.22552334070809407,MultiGenera,29,2
2,0.5103484170097508,Lactobacillus_iners_3,29,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,29,2
4,0.6353300484868615,Lactobacillus_iners_2,29,2
5,0.5900384501246967,Lactobacillus_iners_1,29,2
6,0.4062212307742875,UBA629_sp005465875_1,29,2
7,0.8643502635506987,Lactobacillus_crispatus_3,29,2
8,0.6863692622376137,Lactobacillus_iners_6,29,2
9,0.849708330281197,Lactobacillus_crispatus_1,29,2
10,0.8286133861041611,Lactobacillus_crispatus_2,29,2
11,0.658188340664298,Lactobacillus_iners_4,29,2
12,0.35783045477166314,UBA629_sp005465875_3,29,2
13,0.8724524352608115,Lactobacillus_crispatus_6,29,2
14,0.48004398926117625,Gardnerella_vaginalis_2,29,2
15,0.8175721451739782,Lactobacillus_crispatus_4,29,2
16,0.8615226336749823,Lactobacillus_crispatus_8,29,2
17,0.645134297554548,Lactobacillus_iners_7,29,2
18,0.7851632977693439,Lactobacillus_crispatus_7,29,2
19,0.8320116122909413,Lactobacillus_crispatus_5,29,2
1,0.25801678663850486,Gardnerella_swidsinkii_1,29,3
2,0.2131144225687814,MultiGenera,29,3
3,0.2450937885005683,MultiGenera,29,3
4,0.43991092035670953,Lactobacillus_paragasseri_1,29,3
5,0.2169865017975182,MultiGenera,29,3
6,0.5900384501246967,Lactobacillus_iners_1,29,3
7,0.7489961844224029,Lactobacillus_iners_2,29,3
8,0.5604263058677259,Lactobacillus_iners_8,29,3
9,0.4062212307742875,UBA629_sp005465875_1,29,3
10,0.8643502635506987,Lactobacillus_crispatus_3,29,3
11,0.6863692622376137,Lactobacillus_iners_6,29,3
12,0.849708330281197,Lactobacillus_crispatus_1,29,3
13,0.8286133861041611,Lactobacillus_crispatus_2,29,3
14,0.658188340664298,Lactobacillus_iners_4,29,3
15,0.35783045477166314,UBA629_sp005465875_3,29,3
16,0.40054425950525147,Lactobacillus_iners_2,29,3
17,0.8724524352608115,Lactobacillus_crispatus_6,29,3
18,0.48004398926117625,Gardnerella_vaginalis_2,29,3
19,0.5649737465309745,Lactobacillus_iners_3,29,3
20,0.8175721451739782,Lactobacillus_crispatus_4,29,3
21,0.8615226336749823,Lactobacillus_crispatus_8,29,3
22,0.645134297554548,Lactobacillus_iners_7,29,3
23,0.7851632977693439,Lactobacillus_crispatus_7,29,3
24,0.8320116122909413,Lactobacillus_crispatus_5,29,3
25,0.6499842264458758,Lactobacillus_gasseri_1,29,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,29,4
2,0.5900384501246967,Lactobacillus_iners_1,29,4
3,0.4114520168191421,MultiGenera,29,4
4,0.2592299549971524,MultiGenera,29,4
5,0.7489961844224029,Lactobacillus_iners_2,29,4
6,0.5604263058677259,Lactobacillus_iners_8,29,4
7,0.4062212307742875,UBA629_sp005465875_1,29,4
8,0.8643502635506987,Lactobacillus_crispatus_3,29,4
9,0.6863692622376137,Lactobacillus_iners_6,29,4
10,0.849708330281197,Lactobacillus_crispatus_1,29,4
11,0.8286133861041611,Lactobacillus_crispatus_2,29,4
12,0.18787867148502113,MultiGenera,29,4
13,0.658188340664298,Lactobacillus_iners_4,29,4
14,0.22599648561799837,Gardnerella_vaginalis_1,29,4
15,0.35783045477166314,UBA629_sp005465875_3,29,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,29,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,29,4
18,0.40054425950525147,Lactobacillus_iners_2,29,4
19,0.8724524352608115,Lactobacillus_crispatus_6,29,4
20,0.48004398926117625,Gardnerella_vaginalis_2,29,4
21,0.5649737465309745,Lactobacillus_iners_3,29,4
22,0.8175721451739782,Lactobacillus_crispatus_4,29,4
23,0.8615226336749823,Lactobacillus_crispatus_8,29,4
24,0.20266249146150228,MultiGenera,29,4
25,0.645134297554548,Lactobacillus_iners_7,29,4
26,0.542227454503678,Lactobacillus_paragasseri_1,29,4
27,0.2079142245339768,UBA629_sp005465875_1,29,4
28,0.7851632977693439,Lactobacillus_crispatus_7,29,4
29,0.8320116122909413,Lactobacillus_crispatus_5,29,4
30,0.6499842264458758,Lactobacillus_gasseri_1,29,4
31,0.2665656047893741,Gardnerella_vaginalis_C_1,29,4
32,0.24148106286510504,Lactobacillus_iners_4,29,4
1,0.24166353439803187,MultiGenera,30,0
2,0.5610224155493722,Lactobacillus_iners_7,30,0
3,0.298385368933536,Gardnerella_swidsinkii_1,30,0
4,0.6353300484868615,Lactobacillus_iners_2,30,0
5,0.5900384501246967,Lactobacillus_iners_1,30,0
6,0.4062212307742875,UBA629_sp005465875_1,30,0
7,0.8643502635506987,Lactobacillus_crispatus_3,30,0
8,0.6863692622376137,Lactobacillus_iners_6,30,0
9,0.849708330281197,Lactobacillus_crispatus_1,30,0
10,0.8286133861041611,Lactobacillus_crispatus_2,30,0
11,0.658188340664298,Lactobacillus_iners_4,30,0
12,0.8724524352608115,Lactobacillus_crispatus_6,30,0
13,0.8175721451739782,Lactobacillus_crispatus_4,30,0
14,0.8615226336749823,Lactobacillus_crispatus_8,30,0
1,0.24166353439803187,MultiGenera,30,1
2,0.5103484170097508,Lactobacillus_iners_3,30,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,30,1
4,0.6353300484868615,Lactobacillus_iners_2,30,1
5,0.5900384501246967,Lactobacillus_iners_1,30,1
6,0.4062212307742875,UBA629_sp005465875_1,30,1
7,0.8643502635506987,Lactobacillus_crispatus_3,30,1
8,0.6863692622376137,Lactobacillus_iners_6,30,1
9,0.849708330281197,Lactobacillus_crispatus_1,30,1
10,0.8286133861041611,Lactobacillus_crispatus_2,30,1
11,0.658188340664298,Lactobacillus_iners_4,30,1
12,0.8724524352608115,Lactobacillus_crispatus_6,30,1
13,0.48004398926117625,Gardnerella_vaginalis_2,30,1
14,0.8175721451739782,Lactobacillus_crispatus_4,30,1
15,0.8615226336749823,Lactobacillus_crispatus_8,30,1
16,0.645134297554548,Lactobacillus_iners_7,30,1
17,0.7851632977693439,Lactobacillus_crispatus_7,30,1
18,0.8320116122909413,Lactobacillus_crispatus_5,30,1
1,0.22552334070809407,MultiGenera,30,2
2,0.5103484170097508,Lactobacillus_iners_3,30,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,30,2
4,0.6353300484868615,Lactobacillus_iners_2,30,2
5,0.5900384501246967,Lactobacillus_iners_1,30,2
6,0.4062212307742875,UBA629_sp005465875_1,30,2
7,0.8643502635506987,Lactobacillus_crispatus_3,30,2
8,0.6863692622376137,Lactobacillus_iners_6,30,2
9,0.849708330281197,Lactobacillus_crispatus_1,30,2
10,0.8286133861041611,Lactobacillus_crispatus_2,30,2
11,0.658188340664298,Lactobacillus_iners_4,30,2
12,0.35783045477166314,UBA629_sp005465875_3,30,2
13,0.8724524352608115,Lactobacillus_crispatus_6,30,2
14,0.48004398926117625,Gardnerella_vaginalis_2,30,2
15,0.8175721451739782,Lactobacillus_crispatus_4,30,2
16,0.8615226336749823,Lactobacillus_crispatus_8,30,2
17,0.645134297554548,Lactobacillus_iners_7,30,2
18,0.7851632977693439,Lactobacillus_crispatus_7,30,2
19,0.8320116122909413,Lactobacillus_crispatus_5,30,2
1,0.25801678663850486,Gardnerella_swidsinkii_1,30,3
2,0.2131144225687814,MultiGenera,30,3
3,0.2450937885005683,MultiGenera,30,3
4,0.43991092035670953,Lactobacillus_paragasseri_1,30,3
5,0.2169865017975182,MultiGenera,30,3
6,0.5900384501246967,Lactobacillus_iners_1,30,3
7,0.7489961844224029,Lactobacillus_iners_2,30,3
8,0.5604263058677259,Lactobacillus_iners_8,30,3
9,0.4062212307742875,UBA629_sp005465875_1,30,3
10,0.8643502635506987,Lactobacillus_crispatus_3,30,3
11,0.6863692622376137,Lactobacillus_iners_6,30,3
12,0.849708330281197,Lactobacillus_crispatus_1,30,3
13,0.8286133861041611,Lactobacillus_crispatus_2,30,3
14,0.658188340664298,Lactobacillus_iners_4,30,3
15,0.35783045477166314,UBA629_sp005465875_3,30,3
16,0.40054425950525147,Lactobacillus_iners_2,30,3
17,0.8724524352608115,Lactobacillus_crispatus_6,30,3
18,0.48004398926117625,Gardnerella_vaginalis_2,30,3
19,0.5649737465309745,Lactobacillus_iners_3,30,3
20,0.8175721451739782,Lactobacillus_crispatus_4,30,3
21,0.8615226336749823,Lactobacillus_crispatus_8,30,3
22,0.645134297554548,Lactobacillus_iners_7,30,3
23,0.7851632977693439,Lactobacillus_crispatus_7,30,3
24,0.8320116122909413,Lactobacillus_crispatus_5,30,3
25,0.6499842264458758,Lactobacillus_gasseri_1,30,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,30,4
2,0.5900384501246967,Lactobacillus_iners_1,30,4
3,0.4114520168191421,MultiGenera,30,4
4,0.2592299549971524,MultiGenera,30,4
5,0.7489961844224029,Lactobacillus_iners_2,30,4
6,0.5604263058677259,Lactobacillus_iners_8,30,4
7,0.4062212307742875,UBA629_sp005465875_1,30,4
8,0.8643502635506987,Lactobacillus_crispatus_3,30,4
9,0.6863692622376137,Lactobacillus_iners_6,30,4
10,0.849708330281197,Lactobacillus_crispatus_1,30,4
11,0.8286133861041611,Lactobacillus_crispatus_2,30,4
12,0.18787867148502113,MultiGenera,30,4
13,0.658188340664298,Lactobacillus_iners_4,30,4
14,0.22599648561799837,Gardnerella_vaginalis_1,30,4
15,0.35783045477166314,UBA629_sp005465875_3,30,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,30,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,30,4
18,0.40054425950525147,Lactobacillus_iners_2,30,4
19,0.8724524352608115,Lactobacillus_crispatus_6,30,4
20,0.48004398926117625,Gardnerella_vaginalis_2,30,4
21,0.5649737465309745,Lactobacillus_iners_3,30,4
22,0.8175721451739782,Lactobacillus_crispatus_4,30,4
23,0.8615226336749823,Lactobacillus_crispatus_8,30,4
24,0.20266249146150228,MultiGenera,30,4
25,0.645134297554548,Lactobacillus_iners_7,30,4
26,0.542227454503678,Lactobacillus_paragasseri_1,30,4
27,0.2079142245339768,UBA629_sp005465875_1,30,4
28,0.7851632977693439,Lactobacillus_crispatus_7,30,4
29,0.8320116122909413,Lactobacillus_crispatus_5,30,4
30,0.6499842264458758,Lactobacillus_gasseri_1,30,4
31,0.2665656047893741,Gardnerella_vaginalis_C_1,30,4
32,0.24148106286510504,Lactobacillus_iners_4,30,4
1,0.24166353439803187,MultiGenera,31,0
2,0.5610224155493722,Lactobacillus_iners_7,31,0
3,0.298385368933536,Gardnerella_swidsinkii_1,31,0
4,0.6353300484868615,Lactobacillus_iners_2,31,0
5,0.5900384501246967,Lactobacillus_iners_1,31,0
6,0.4062212307742875,UBA629_sp005465875_1,31,0
7,0.8643502635506987,Lactobacillus_crispatus_3,31,0
8,0.6863692622376137,Lactobacillus_iners_6,31,0
9,0.849708330281197,Lactobacillus_crispatus_1,31,0
10,0.8286133861041611,Lactobacillus_crispatus_2,31,0
11,0.658188340664298,Lactobacillus_iners_4,31,0
12,0.8724524352608115,Lactobacillus_crispatus_6,31,0
13,0.8175721451739782,Lactobacillus_crispatus_4,31,0
14,0.8615226336749823,Lactobacillus_crispatus_8,31,0
1,0.24166353439803187,MultiGenera,31,1
2,0.5103484170097508,Lactobacillus_iners_3,31,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,31,1
4,0.6353300484868615,Lactobacillus_iners_2,31,1
5,0.5900384501246967,Lactobacillus_iners_1,31,1
6,0.4062212307742875,UBA629_sp005465875_1,31,1
7,0.8643502635506987,Lactobacillus_crispatus_3,31,1
8,0.6863692622376137,Lactobacillus_iners_6,31,1
9,0.849708330281197,Lactobacillus_crispatus_1,31,1
10,0.8286133861041611,Lactobacillus_crispatus_2,31,1
11,0.658188340664298,Lactobacillus_iners_4,31,1
12,0.8724524352608115,Lactobacillus_crispatus_6,31,1
13,0.48004398926117625,Gardnerella_vaginalis_2,31,1
14,0.8175721451739782,Lactobacillus_crispatus_4,31,1
15,0.8615226336749823,Lactobacillus_crispatus_8,31,1
16,0.645134297554548,Lactobacillus_iners_7,31,1
17,0.7851632977693439,Lactobacillus_crispatus_7,31,1
18,0.8320116122909413,Lactobacillus_crispatus_5,31,1
1,0.22552334070809407,MultiGenera,31,2
2,0.5103484170097508,Lactobacillus_iners_3,31,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,31,2
4,0.6353300484868615,Lactobacillus_iners_2,31,2
5,0.5900384501246967,Lactobacillus_iners_1,31,2
6,0.4062212307742875,UBA629_sp005465875_1,31,2
7,0.8643502635506987,Lactobacillus_crispatus_3,31,2
8,0.6863692622376137,Lactobacillus_iners_6,31,2
9,0.849708330281197,Lactobacillus_crispatus_1,31,2
10,0.8286133861041611,Lactobacillus_crispatus_2,31,2
11,0.658188340664298,Lactobacillus_iners_4,31,2
12,0.35783045477166314,UBA629_sp005465875_3,31,2
13,0.8724524352608115,Lactobacillus_crispatus_6,31,2
14,0.48004398926117625,Gardnerella_vaginalis_2,31,2
15,0.8175721451739782,Lactobacillus_crispatus_4,31,2
16,0.8615226336749823,Lactobacillus_crispatus_8,31,2
17,0.645134297554548,Lactobacillus_iners_7,31,2
18,0.7851632977693439,Lactobacillus_crispatus_7,31,2
19,0.8320116122909413,Lactobacillus_crispatus_5,31,2
1,0.25801678663850486,Gardnerella_swidsinkii_1,31,3
2,0.2131144225687814,MultiGenera,31,3
3,0.2450937885005683,MultiGenera,31,3
4,0.43991092035670953,Lactobacillus_paragasseri_1,31,3
5,0.2169865017975182,MultiGenera,31,3
6,0.5900384501246967,Lactobacillus_iners_1,31,3
7,0.7489961844224029,Lactobacillus_iners_2,31,3
8,0.5604263058677259,Lactobacillus_iners_8,31,3
9,0.4062212307742875,UBA629_sp005465875_1,31,3
10,0.8643502635506987,Lactobacillus_crispatus_3,31,3
11,0.6863692622376137,Lactobacillus_iners_6,31,3
12,0.849708330281197,Lactobacillus_crispatus_1,31,3
13,0.8286133861041611,Lactobacillus_crispatus_2,31,3
14,0.658188340664298,Lactobacillus_iners_4,31,3
15,0.35783045477166314,UBA629_sp005465875_3,31,3
16,0.40054425950525147,Lactobacillus_iners_2,31,3
17,0.8724524352608115,Lactobacillus_crispatus_6,31,3
18,0.48004398926117625,Gardnerella_vaginalis_2,31,3
19,0.5649737465309745,Lactobacillus_iners_3,31,3
20,0.8175721451739782,Lactobacillus_crispatus_4,31,3
21,0.8615226336749823,Lactobacillus_crispatus_8,31,3
22,0.645134297554548,Lactobacillus_iners_7,31,3
23,0.7851632977693439,Lactobacillus_crispatus_7,31,3
24,0.8320116122909413,Lactobacillus_crispatus_5,31,3
25,0.6499842264458758,Lactobacillus_gasseri_1,31,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,31,4
2,0.5900384501246967,Lactobacillus_iners_1,31,4
3,0.4114520168191421,MultiGenera,31,4
4,0.2592299549971524,MultiGenera,31,4
5,0.7489961844224029,Lactobacillus_iners_2,31,4
6,0.5604263058677259,Lactobacillus_iners_8,31,4
7,0.4062212307742875,UBA629_sp005465875_1,31,4
8,0.8643502635506987,Lactobacillus_crispatus_3,31,4
9,0.6863692622376137,Lactobacillus_iners_6,31,4
10,0.849708330281197,Lactobacillus_crispatus_1,31,4
11,0.8286133861041611,Lactobacillus_crispatus_2,31,4
12,0.18787867148502113,MultiGenera,31,4
13,0.658188340664298,Lactobacillus_iners_4,31,4
14,0.22599648561799837,Gardnerella_vaginalis_1,31,4
15,0.35783045477166314,UBA629_sp005465875_3,31,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,31,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,31,4
18,0.40054425950525147,Lactobacillus_iners_2,31,4
19,0.8724524352608115,Lactobacillus_crispatus_6,31,4
20,0.48004398926117625,Gardnerella_vaginalis_2,31,4
21,0.5649737465309745,Lactobacillus_iners_3,31,4
22,0.8175721451739782,Lactobacillus_crispatus_4,31,4
23,0.8615226336749823,Lactobacillus_crispatus_8,31,4
24,0.20266249146150228,MultiGenera,31,4
25,0.645134297554548,Lactobacillus_iners_7,31,4
26,0.542227454503678,Lactobacillus_paragasseri_1,31,4
27,0.2079142245339768,UBA629_sp005465875_1,31,4
28,0.7851632977693439,Lactobacillus_crispatus_7,31,4
29,0.8320116122909413,Lactobacillus_crispatus_5,31,4
30,0.6499842264458758,Lactobacillus_gasseri_1,31,4
31,0.2665656047893741,Gardnerella_vaginalis_C_1,31,4
32,0.24148106286510504,Lactobacillus_iners_4,31,4
1,0.24166353439803187,MultiGenera,32,0
2,0.5610224155493722,Lactobacillus_iners_7,32,0
3,0.298385368933536,Gardnerella_swidsinkii_1,32,0
4,0.6353300484868615,Lactobacillus_iners_2,32,0
5,0.5900384501246967,Lactobacillus_iners_1,32,0
6,0.4062212307742875,UBA629_sp005465875_1,32,0
7,0.8643502635506987,Lactobacillus_crispatus_3,32,0
8,0.6863692622376137,Lactobacillus_iners_6,32,0
9,0.849708330281197,Lactobacillus_crispatus_1,32,0
10,0.8286133861041611,Lactobacillus_crispatus_2,32,0
11,0.658188340664298,Lactobacillus_iners_4,32,0
12,0.8724524352608115,Lactobacillus_crispatus_6,32,0
13,0.8175721451739782,Lactobacillus_crispatus_4,32,0
14,0.8615226336749823,Lactobacillus_crispatus_8,32,0
1,0.24166353439803187,MultiGenera,32,1
2,0.5103484170097508,Lactobacillus_iners_3,32,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,32,1
4,0.6353300484868615,Lactobacillus_iners_2,32,1
5,0.5900384501246967,Lactobacillus_iners_1,32,1
6,0.4062212307742875,UBA629_sp005465875_1,32,1
7,0.8643502635506987,Lactobacillus_crispatus_3,32,1
8,0.6863692622376137,Lactobacillus_iners_6,32,1
9,0.849708330281197,Lactobacillus_crispatus_1,32,1
10,0.8286133861041611,Lactobacillus_crispatus_2,32,1
11,0.658188340664298,Lactobacillus_iners_4,32,1
12,0.8724524352608115,Lactobacillus_crispatus_6,32,1
13,0.48004398926117625,Gardnerella_vaginalis_2,32,1
14,0.8175721451739782,Lactobacillus_crispatus_4,32,1
15,0.8615226336749823,Lactobacillus_crispatus_8,32,1
16,0.645134297554548,Lactobacillus_iners_7,32,1
17,0.7851632977693439,Lactobacillus_crispatus_7,32,1
18,0.8320116122909413,Lactobacillus_crispatus_5,32,1
1,0.22552334070809407,MultiGenera,32,2
2,0.5103484170097508,Lactobacillus_iners_3,32,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,32,2
4,0.6353300484868615,Lactobacillus_iners_2,32,2
5,0.5900384501246967,Lactobacillus_iners_1,32,2
6,0.4062212307742875,UBA629_sp005465875_1,32,2
7,0.8643502635506987,Lactobacillus_crispatus_3,32,2
8,0.6863692622376137,Lactobacillus_iners_6,32,2
9,0.849708330281197,Lactobacillus_crispatus_1,32,2
10,0.8286133861041611,Lactobacillus_crispatus_2,32,2
11,0.658188340664298,Lactobacillus_iners_4,32,2
12,0.35783045477166314,UBA629_sp005465875_3,32,2
13,0.8724524352608115,Lactobacillus_crispatus_6,32,2
14,0.48004398926117625,Gardnerella_vaginalis_2,32,2
15,0.8175721451739782,Lactobacillus_crispatus_4,32,2
16,0.8615226336749823,Lactobacillus_crispatus_8,32,2
17,0.645134297554548,Lactobacillus_iners_7,32,2
18,0.7851632977693439,Lactobacillus_crispatus_7,32,2
19,0.8320116122909413,Lactobacillus_crispatus_5,32,2
1,0.25801678663850486,Gardnerella_swidsinkii_1,32,3
2,0.2131144225687814,MultiGenera,32,3
3,0.2450937885005683,MultiGenera,32,3
4,0.43991092035670953,Lactobacillus_paragasseri_1,32,3
5,0.2169865017975182,MultiGenera,32,3
6,0.5900384501246967,Lactobacillus_iners_1,32,3
7,0.7489961844224029,Lactobacillus_iners_2,32,3
8,0.5604263058677259,Lactobacillus_iners_8,32,3
9,0.4062212307742875,UBA629_sp005465875_1,32,3
10,0.8643502635506987,Lactobacillus_crispatus_3,32,3
11,0.6863692622376137,Lactobacillus_iners_6,32,3
12,0.849708330281197,Lactobacillus_crispatus_1,32,3
13,0.8286133861041611,Lactobacillus_crispatus_2,32,3
14,0.658188340664298,Lactobacillus_iners_4,32,3
15,0.35783045477166314,UBA629_sp005465875_3,32,3
16,0.40054425950525147,Lactobacillus_iners_2,32,3
17,0.8724524352608115,Lactobacillus_crispatus_6,32,3
18,0.48004398926117625,Gardnerella_vaginalis_2,32,3
19,0.5649737465309745,Lactobacillus_iners_3,32,3
20,0.8175721451739782,Lactobacillus_crispatus_4,32,3
21,0.8615226336749823,Lactobacillus_crispatus_8,32,3
22,0.645134297554548,Lactobacillus_iners_7,32,3
23,0.7851632977693439,Lactobacillus_crispatus_7,32,3
24,0.8320116122909413,Lactobacillus_crispatus_5,32,3
25,0.6499842264458758,Lactobacillus_gasseri_1,32,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,32,4
2,0.5900384501246967,Lactobacillus_iners_1,32,4
3,0.4114520168191421,MultiGenera,32,4
4,0.2592299549971524,MultiGenera,32,4
5,0.7489961844224029,Lactobacillus_iners_2,32,4
6,0.5604263058677259,Lactobacillus_iners_8,32,4
7,0.4062212307742875,UBA629_sp005465875_1,32,4
8,0.8643502635506987,Lactobacillus_crispatus_3,32,4
9,0.6863692622376137,Lactobacillus_iners_6,32,4
10,0.849708330281197,Lactobacillus_crispatus_1,32,4
11,0.8286133861041611,Lactobacillus_crispatus_2,32,4
12,0.18787867148502113,MultiGenera,32,4
13,0.658188340664298,Lactobacillus_iners_4,32,4
14,0.22599648561799837,Gardnerella_vaginalis_1,32,4
15,0.35783045477166314,UBA629_sp005465875_3,32,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,32,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,32,4
18,0.2542224174933052,Gardnerella_vaginalis_C_1,32,4
19,0.40054425950525147,Lactobacillus_iners_2,32,4
20,0.8724524352608115,Lactobacillus_crispatus_6,32,4
21,0.48004398926117625,Gardnerella_vaginalis_2,32,4
22,0.5649737465309745,Lactobacillus_iners_3,32,4
23,0.8175721451739782,Lactobacillus_crispatus_4,32,4
24,0.8615226336749823,Lactobacillus_crispatus_8,32,4
25,0.20266249146150228,MultiGenera,32,4
26,0.645134297554548,Lactobacillus_iners_7,32,4
27,0.542227454503678,Lactobacillus_paragasseri_1,32,4
28,0.2079142245339768,UBA629_sp005465875_1,32,4
29,0.7851632977693439,Lactobacillus_crispatus_7,32,4
30,0.8320116122909413,Lactobacillus_crispatus_5,32,4
31,0.6499842264458758,Lactobacillus_gasseri_1,32,4
1,0.24166353439803187,MultiGenera,33,0
2,0.5610224155493722,Lactobacillus_iners_7,33,0
3,0.298385368933536,Gardnerella_swidsinkii_1,33,0
4,0.6353300484868615,Lactobacillus_iners_2,33,0
5,0.5900384501246967,Lactobacillus_iners_1,33,0
6,0.4062212307742875,UBA629_sp005465875_1,33,0
7,0.8643502635506987,Lactobacillus_crispatus_3,33,0
8,0.6863692622376137,Lactobacillus_iners_6,33,0
9,0.849708330281197,Lactobacillus_crispatus_1,33,0
10,0.8286133861041611,Lactobacillus_crispatus_2,33,0
11,0.658188340664298,Lactobacillus_iners_4,33,0
12,0.8724524352608115,Lactobacillus_crispatus_6,33,0
13,0.8175721451739782,Lactobacillus_crispatus_4,33,0
14,0.8615226336749823,Lactobacillus_crispatus_8,33,0
1,0.24166353439803187,MultiGenera,33,1
2,0.5103484170097508,Lactobacillus_iners_3,33,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,33,1
4,0.6353300484868615,Lactobacillus_iners_2,33,1
5,0.5900384501246967,Lactobacillus_iners_1,33,1
6,0.4062212307742875,UBA629_sp005465875_1,33,1
7,0.8643502635506987,Lactobacillus_crispatus_3,33,1
8,0.6863692622376137,Lactobacillus_iners_6,33,1
9,0.849708330281197,Lactobacillus_crispatus_1,33,1
10,0.8286133861041611,Lactobacillus_crispatus_2,33,1
11,0.658188340664298,Lactobacillus_iners_4,33,1
12,0.8724524352608115,Lactobacillus_crispatus_6,33,1
13,0.48004398926117625,Gardnerella_vaginalis_2,33,1
14,0.8175721451739782,Lactobacillus_crispatus_4,33,1
15,0.8615226336749823,Lactobacillus_crispatus_8,33,1
16,0.645134297554548,Lactobacillus_iners_7,33,1
17,0.7851632977693439,Lactobacillus_crispatus_7,33,1
18,0.8320116122909413,Lactobacillus_crispatus_5,33,1
1,0.22552334070809407,MultiGenera,33,2
2,0.5103484170097508,Lactobacillus_iners_3,33,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,33,2
4,0.6353300484868615,Lactobacillus_iners_2,33,2
