dtc,meanRelabund,domTaxa,minClusterSize,deepSplit
24,0.6499842264458758,Lactobacillus_gasseri_1,18,3
25,0.5954840176003064,Lactobacillus_iners_3,18,3
26,0.7592623851065965,Lactobacillus_iners_8,18,3
27,0.5275293229458854,Gardnerella_piotii_1,18,3
28,0.6550759289434165,Lactobacillus_gasseri_2,18,3
29,0.5669944694836783,Lactobacillus_mulieris_1,18,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,18,4
2,0.4114520168191421,MultiGenera,18,4
3,0.6517559225549684,Lactobacillus_iners_1,18,4
4,0.7489961844224029,Lactobacillus_iners_2,18,4
5,0.4062212307742875,UBA629_sp005465875_1,18,4
6,0.8643502635506987,Lactobacillus_crispatus_3,18,4
7,0.6863692622376137,Lactobacillus_iners_6,18,4
8,0.849708330281197,Lactobacillus_crispatus_1,18,4
9,0.26584047830896557,MultiGenera,18,4
10,0.8286133861041611,Lactobacillus_crispatus_2,18,4
11,0.18787867148502113,MultiGenera,18,4
12,0.658188340664298,Lactobacillus_iners_4,18,4
13,0.35783045477166314,UBA629_sp005465875_3,18,4
14,0.24848665566154388,Gardnerella_vaginalis_1,18,4
15,0.20523434898819623,Gardnerella_vaginalis_H_1,18,4
16,0.45752421840221585,Limosilactobacillus_oris,18,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,18,4
18,0.40054425950525147,Lactobacillus_iners_2,18,4
19,0.8724524352608115,Lactobacillus_crispatus_6,18,4
20,0.48004398926117625,Gardnerella_vaginalis_2,18,4
21,0.8175721451739782,Lactobacillus_crispatus_4,18,4
22,0.8615226336749823,Lactobacillus_crispatus_8,18,4
23,0.20266249146150228,MultiGenera,18,4
24,0.645134297554548,Lactobacillus_iners_7,18,4
25,0.542227454503678,Lactobacillus_paragasseri_1,18,4
26,0.2079142245339768,UBA629_sp005465875_1,18,4
27,0.7851632977693439,Lactobacillus_crispatus_7,18,4
28,0.8320116122909413,Lactobacillus_crispatus_5,18,4
29,0.6499842264458758,Lactobacillus_gasseri_1,18,4
30,0.2665656047893741,Gardnerella_vaginalis_C_1,18,4
31,0.24148106286510504,Lactobacillus_iners_4,18,4
32,0.3079014333005978,Lactobacillus_iners_1,18,4
33,0.23538485305096923,Gardnerella_vaginalis_C_2,18,4
34,0.5954840176003064,Lactobacillus_iners_3,18,4
35,0.7592623851065965,Lactobacillus_iners_8,18,4
36,0.5275293229458854,Gardnerella_piotii_1,18,4
37,0.6550759289434165,Lactobacillus_gasseri_2,18,4
38,0.14195427124474938,MultiGenera,18,4
39,0.5669944694836783,Lactobacillus_mulieris_1,18,4
1,0.24166353439803187,MultiGenera,19,0
2,0.5610224155493722,Lactobacillus_iners_7,19,0
3,0.298385368933536,Gardnerella_swidsinkii_1,19,0
4,0.6353300484868615,Lactobacillus_iners_2,19,0
5,0.5900384501246967,Lactobacillus_iners_1,19,0
6,0.4062212307742875,UBA629_sp005465875_1,19,0
7,0.8643502635506987,Lactobacillus_crispatus_3,19,0
8,0.6863692622376137,Lactobacillus_iners_6,19,0
9,0.849708330281197,Lactobacillus_crispatus_1,19,0
10,0.8286133861041611,Lactobacillus_crispatus_2,19,0
11,0.658188340664298,Lactobacillus_iners_4,19,0
12,0.8724524352608115,Lactobacillus_crispatus_6,19,0
13,0.8175721451739782,Lactobacillus_crispatus_4,19,0
14,0.8615226336749823,Lactobacillus_crispatus_8,19,0
1,0.24166353439803187,MultiGenera,19,1
2,0.5103484170097508,Lactobacillus_iners_3,19,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,19,1
4,0.6353300484868615,Lactobacillus_iners_2,19,1
5,0.5900384501246967,Lactobacillus_iners_1,19,1
6,0.4062212307742875,UBA629_sp005465875_1,19,1
7,0.8643502635506987,Lactobacillus_crispatus_3,19,1
8,0.6863692622376137,Lactobacillus_iners_6,19,1
9,0.849708330281197,Lactobacillus_crispatus_1,19,1
10,0.8286133861041611,Lactobacillus_crispatus_2,19,1
11,0.658188340664298,Lactobacillus_iners_4,19,1
12,0.8724524352608115,Lactobacillus_crispatus_6,19,1
13,0.48004398926117625,Gardnerella_vaginalis_2,19,1
14,0.8175721451739782,Lactobacillus_crispatus_4,19,1
15,0.8615226336749823,Lactobacillus_crispatus_8,19,1
16,0.645134297554548,Lactobacillus_iners_7,19,1
17,0.7851632977693439,Lactobacillus_crispatus_7,19,1
18,0.8320116122909413,Lactobacillus_crispatus_5,19,1
1,0.22552334070809407,MultiGenera,19,2
2,0.4945024349558402,Lactobacillus_iners_3,19,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,19,2
4,0.6353300484868615,Lactobacillus_iners_2,19,2
5,0.5900384501246967,Lactobacillus_iners_1,19,2
6,0.4062212307742875,UBA629_sp005465875_1,19,2
7,0.8643502635506987,Lactobacillus_crispatus_3,19,2
8,0.6863692622376137,Lactobacillus_iners_6,19,2
9,0.849708330281197,Lactobacillus_crispatus_1,19,2
10,0.8286133861041611,Lactobacillus_crispatus_2,19,2
11,0.658188340664298,Lactobacillus_iners_4,19,2
12,0.35783045477166314,UBA629_sp005465875_3,19,2
13,0.8724524352608115,Lactobacillus_crispatus_6,19,2
14,0.48004398926117625,Gardnerella_vaginalis_2,19,2
15,0.8175721451739782,Lactobacillus_crispatus_4,19,2
16,0.8615226336749823,Lactobacillus_crispatus_8,19,2
17,0.645134297554548,Lactobacillus_iners_7,19,2
18,0.7851632977693439,Lactobacillus_crispatus_7,19,2
19,0.8320116122909413,Lactobacillus_crispatus_5,19,2
20,0.7592623851065965,Lactobacillus_iners_8,19,2
1,0.25801678663850486,Gardnerella_swidsinkii_1,19,3
2,0.2131144225687814,MultiGenera,19,3
3,0.2450937885005683,MultiGenera,19,3
4,0.43991092035670953,Lactobacillus_paragasseri_1,19,3
5,0.2169865017975182,MultiGenera,19,3
6,0.5900384501246967,Lactobacillus_iners_1,19,3
7,0.7489961844224029,Lactobacillus_iners_2,19,3
8,0.4062212307742875,UBA629_sp005465875_1,19,3
9,0.8643502635506987,Lactobacillus_crispatus_3,19,3
10,0.6863692622376137,Lactobacillus_iners_6,19,3
11,0.849708330281197,Lactobacillus_crispatus_1,19,3
12,0.8286133861041611,Lactobacillus_crispatus_2,19,3
13,0.658188340664298,Lactobacillus_iners_4,19,3
14,0.4812647547813282,Limosilactobacillus_oris,19,3
15,0.35783045477166314,UBA629_sp005465875_3,19,3
16,0.40054425950525147,Lactobacillus_iners_2,19,3
17,0.8724524352608115,Lactobacillus_crispatus_6,19,3
18,0.48004398926117625,Gardnerella_vaginalis_2,19,3
19,0.8175721451739782,Lactobacillus_crispatus_4,19,3
20,0.8615226336749823,Lactobacillus_crispatus_8,19,3
21,0.645134297554548,Lactobacillus_iners_7,19,3
22,0.7851632977693439,Lactobacillus_crispatus_7,19,3
23,0.8320116122909413,Lactobacillus_crispatus_5,19,3
24,0.6499842264458758,Lactobacillus_gasseri_1,19,3
25,0.5954840176003064,Lactobacillus_iners_3,19,3
26,0.7592623851065965,Lactobacillus_iners_8,19,3
27,0.5275293229458854,Gardnerella_piotii_1,19,3
28,0.6550759289434165,Lactobacillus_gasseri_2,19,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,19,4
2,0.4114520168191421,MultiGenera,19,4
3,0.6517559225549684,Lactobacillus_iners_1,19,4
4,0.7489961844224029,Lactobacillus_iners_2,19,4
5,0.4062212307742875,UBA629_sp005465875_1,19,4
6,0.8643502635506987,Lactobacillus_crispatus_3,19,4
7,0.6863692622376137,Lactobacillus_iners_6,19,4
8,0.849708330281197,Lactobacillus_crispatus_1,19,4
9,0.26584047830896557,MultiGenera,19,4
10,0.8286133861041611,Lactobacillus_crispatus_2,19,4
11,0.18787867148502113,MultiGenera,19,4
12,0.658188340664298,Lactobacillus_iners_4,19,4
13,0.4812647547813282,Limosilactobacillus_oris,19,4
14,0.35783045477166314,UBA629_sp005465875_3,19,4
15,0.24848665566154388,Gardnerella_vaginalis_1,19,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,19,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,19,4
18,0.40054425950525147,Lactobacillus_iners_2,19,4
19,0.8724524352608115,Lactobacillus_crispatus_6,19,4
20,0.48004398926117625,Gardnerella_vaginalis_2,19,4
21,0.8175721451739782,Lactobacillus_crispatus_4,19,4
22,0.8615226336749823,Lactobacillus_crispatus_8,19,4
23,0.20266249146150228,MultiGenera,19,4
24,0.645134297554548,Lactobacillus_iners_7,19,4
25,0.542227454503678,Lactobacillus_paragasseri_1,19,4
26,0.2079142245339768,UBA629_sp005465875_1,19,4
27,0.7851632977693439,Lactobacillus_crispatus_7,19,4
28,0.8320116122909413,Lactobacillus_crispatus_5,19,4
29,0.6499842264458758,Lactobacillus_gasseri_1,19,4
30,0.2665656047893741,Gardnerella_vaginalis_C_1,19,4
31,0.24148106286510504,Lactobacillus_iners_4,19,4
32,0.3079014333005978,Lactobacillus_iners_1,19,4
33,0.23538485305096923,Gardnerella_vaginalis_C_2,19,4
34,0.5954840176003064,Lactobacillus_iners_3,19,4
35,0.7592623851065965,Lactobacillus_iners_8,19,4
36,0.5275293229458854,Gardnerella_piotii_1,19,4
37,0.6550759289434165,Lactobacillus_gasseri_2,19,4
38,0.14195427124474938,MultiGenera,19,4
1,0.24166353439803187,MultiGenera,20,0
2,0.5610224155493722,Lactobacillus_iners_7,20,0
3,0.298385368933536,Gardnerella_swidsinkii_1,20,0
4,0.6353300484868615,Lactobacillus_iners_2,20,0
5,0.5900384501246967,Lactobacillus_iners_1,20,0
6,0.4062212307742875,UBA629_sp005465875_1,20,0
7,0.8643502635506987,Lactobacillus_crispatus_3,20,0
8,0.6863692622376137,Lactobacillus_iners_6,20,0
9,0.849708330281197,Lactobacillus_crispatus_1,20,0
10,0.8286133861041611,Lactobacillus_crispatus_2,20,0
11,0.658188340664298,Lactobacillus_iners_4,20,0
12,0.8724524352608115,Lactobacillus_crispatus_6,20,0
13,0.8175721451739782,Lactobacillus_crispatus_4,20,0
14,0.8615226336749823,Lactobacillus_crispatus_8,20,0
1,0.24166353439803187,MultiGenera,20,1
2,0.5103484170097508,Lactobacillus_iners_3,20,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,20,1
4,0.6353300484868615,Lactobacillus_iners_2,20,1
5,0.5900384501246967,Lactobacillus_iners_1,20,1
6,0.4062212307742875,UBA629_sp005465875_1,20,1
7,0.8643502635506987,Lactobacillus_crispatus_3,20,1
8,0.6863692622376137,Lactobacillus_iners_6,20,1
9,0.849708330281197,Lactobacillus_crispatus_1,20,1
10,0.8286133861041611,Lactobacillus_crispatus_2,20,1
11,0.658188340664298,Lactobacillus_iners_4,20,1
12,0.8724524352608115,Lactobacillus_crispatus_6,20,1
13,0.48004398926117625,Gardnerella_vaginalis_2,20,1
14,0.8175721451739782,Lactobacillus_crispatus_4,20,1
15,0.8615226336749823,Lactobacillus_crispatus_8,20,1
16,0.645134297554548,Lactobacillus_iners_7,20,1
17,0.7851632977693439,Lactobacillus_crispatus_7,20,1
18,0.8320116122909413,Lactobacillus_crispatus_5,20,1
1,0.22552334070809407,MultiGenera,20,2
2,0.4945024349558402,Lactobacillus_iners_3,20,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,20,2
4,0.6353300484868615,Lactobacillus_iners_2,20,2
5,0.5900384501246967,Lactobacillus_iners_1,20,2
6,0.4062212307742875,UBA629_sp005465875_1,20,2
7,0.8643502635506987,Lactobacillus_crispatus_3,20,2
8,0.6863692622376137,Lactobacillus_iners_6,20,2
9,0.849708330281197,Lactobacillus_crispatus_1,20,2
10,0.8286133861041611,Lactobacillus_crispatus_2,20,2
11,0.658188340664298,Lactobacillus_iners_4,20,2
12,0.35783045477166314,UBA629_sp005465875_3,20,2
13,0.8724524352608115,Lactobacillus_crispatus_6,20,2
14,0.48004398926117625,Gardnerella_vaginalis_2,20,2
15,0.8175721451739782,Lactobacillus_crispatus_4,20,2
16,0.8615226336749823,Lactobacillus_crispatus_8,20,2
17,0.645134297554548,Lactobacillus_iners_7,20,2
18,0.7851632977693439,Lactobacillus_crispatus_7,20,2
19,0.8320116122909413,Lactobacillus_crispatus_5,20,2
20,0.7592623851065965,Lactobacillus_iners_8,20,2
1,0.25801678663850486,Gardnerella_swidsinkii_1,20,3
2,0.2131144225687814,MultiGenera,20,3
3,0.2450937885005683,MultiGenera,20,3
4,0.43991092035670953,Lactobacillus_paragasseri_1,20,3
5,0.2169865017975182,MultiGenera,20,3
6,0.5900384501246967,Lactobacillus_iners_1,20,3
7,0.7489961844224029,Lactobacillus_iners_2,20,3
8,0.4062212307742875,UBA629_sp005465875_1,20,3
9,0.8643502635506987,Lactobacillus_crispatus_3,20,3
10,0.6863692622376137,Lactobacillus_iners_6,20,3
11,0.849708330281197,Lactobacillus_crispatus_1,20,3
12,0.5136413460468152,Limosilactobacillus_oris,20,3
13,0.8286133861041611,Lactobacillus_crispatus_2,20,3
14,0.658188340664298,Lactobacillus_iners_4,20,3
15,0.35783045477166314,UBA629_sp005465875_3,20,3
16,0.40054425950525147,Lactobacillus_iners_2,20,3
17,0.8724524352608115,Lactobacillus_crispatus_6,20,3
18,0.48004398926117625,Gardnerella_vaginalis_2,20,3
19,0.8175721451739782,Lactobacillus_crispatus_4,20,3
20,0.8615226336749823,Lactobacillus_crispatus_8,20,3
21,0.645134297554548,Lactobacillus_iners_7,20,3
22,0.7851632977693439,Lactobacillus_crispatus_7,20,3
23,0.8320116122909413,Lactobacillus_crispatus_5,20,3
24,0.6499842264458758,Lactobacillus_gasseri_1,20,3
25,0.5954840176003064,Lactobacillus_iners_3,20,3
26,0.7592623851065965,Lactobacillus_iners_8,20,3
27,0.5275293229458854,Gardnerella_piotii_1,20,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,20,4
2,0.4114520168191421,MultiGenera,20,4
3,0.6517559225549684,Lactobacillus_iners_1,20,4
4,0.7489961844224029,Lactobacillus_iners_2,20,4
5,0.4062212307742875,UBA629_sp005465875_1,20,4
6,0.8643502635506987,Lactobacillus_crispatus_3,20,4
7,0.6863692622376137,Lactobacillus_iners_6,20,4
8,0.849708330281197,Lactobacillus_crispatus_1,20,4
9,0.5136413460468152,Limosilactobacillus_oris,20,4
10,0.26584047830896557,MultiGenera,20,4
11,0.8286133861041611,Lactobacillus_crispatus_2,20,4
12,0.18787867148502113,MultiGenera,20,4
13,0.658188340664298,Lactobacillus_iners_4,20,4
14,0.22599648561799837,Gardnerella_vaginalis_1,20,4
15,0.35783045477166314,UBA629_sp005465875_3,20,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,20,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,20,4
18,0.40054425950525147,Lactobacillus_iners_2,20,4
19,0.8724524352608115,Lactobacillus_crispatus_6,20,4
20,0.48004398926117625,Gardnerella_vaginalis_2,20,4
21,0.8175721451739782,Lactobacillus_crispatus_4,20,4
22,0.8615226336749823,Lactobacillus_crispatus_8,20,4
23,0.20266249146150228,MultiGenera,20,4
24,0.645134297554548,Lactobacillus_iners_7,20,4
25,0.542227454503678,Lactobacillus_paragasseri_1,20,4
26,0.2079142245339768,UBA629_sp005465875_1,20,4
27,0.7851632977693439,Lactobacillus_crispatus_7,20,4
28,0.8320116122909413,Lactobacillus_crispatus_5,20,4
29,0.6499842264458758,Lactobacillus_gasseri_1,20,4
30,0.2665656047893741,Gardnerella_vaginalis_C_1,20,4
31,0.24148106286510504,Lactobacillus_iners_4,20,4
32,0.3079014333005978,Lactobacillus_iners_1,20,4
33,0.23538485305096923,Gardnerella_vaginalis_C_2,20,4
34,0.5954840176003064,Lactobacillus_iners_3,20,4
35,0.7592623851065965,Lactobacillus_iners_8,20,4
36,0.5275293229458854,Gardnerella_piotii_1,20,4
1,0.24166353439803187,MultiGenera,21,0
2,0.5610224155493722,Lactobacillus_iners_7,21,0
3,0.298385368933536,Gardnerella_swidsinkii_1,21,0
4,0.6353300484868615,Lactobacillus_iners_2,21,0
5,0.5900384501246967,Lactobacillus_iners_1,21,0
6,0.4062212307742875,UBA629_sp005465875_1,21,0
7,0.8643502635506987,Lactobacillus_crispatus_3,21,0
8,0.6863692622376137,Lactobacillus_iners_6,21,0
9,0.849708330281197,Lactobacillus_crispatus_1,21,0
10,0.8286133861041611,Lactobacillus_crispatus_2,21,0
11,0.658188340664298,Lactobacillus_iners_4,21,0
12,0.8724524352608115,Lactobacillus_crispatus_6,21,0
13,0.8175721451739782,Lactobacillus_crispatus_4,21,0
14,0.8615226336749823,Lactobacillus_crispatus_8,21,0
1,0.24166353439803187,MultiGenera,21,1
2,0.5103484170097508,Lactobacillus_iners_3,21,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,21,1
4,0.6353300484868615,Lactobacillus_iners_2,21,1
5,0.5900384501246967,Lactobacillus_iners_1,21,1
6,0.4062212307742875,UBA629_sp005465875_1,21,1
7,0.8643502635506987,Lactobacillus_crispatus_3,21,1
8,0.6863692622376137,Lactobacillus_iners_6,21,1
9,0.849708330281197,Lactobacillus_crispatus_1,21,1
10,0.8286133861041611,Lactobacillus_crispatus_2,21,1
11,0.658188340664298,Lactobacillus_iners_4,21,1
12,0.8724524352608115,Lactobacillus_crispatus_6,21,1
13,0.48004398926117625,Gardnerella_vaginalis_2,21,1
14,0.8175721451739782,Lactobacillus_crispatus_4,21,1
15,0.8615226336749823,Lactobacillus_crispatus_8,21,1
16,0.645134297554548,Lactobacillus_iners_7,21,1
17,0.7851632977693439,Lactobacillus_crispatus_7,21,1
18,0.8320116122909413,Lactobacillus_crispatus_5,21,1
1,0.22552334070809407,MultiGenera,21,2
2,0.4945024349558402,Lactobacillus_iners_3,21,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,21,2
4,0.6353300484868615,Lactobacillus_iners_2,21,2
5,0.5900384501246967,Lactobacillus_iners_1,21,2
6,0.4062212307742875,UBA629_sp005465875_1,21,2
7,0.8643502635506987,Lactobacillus_crispatus_3,21,2
8,0.6863692622376137,Lactobacillus_iners_6,21,2
9,0.849708330281197,Lactobacillus_crispatus_1,21,2
10,0.8286133861041611,Lactobacillus_crispatus_2,21,2
11,0.658188340664298,Lactobacillus_iners_4,21,2
12,0.35783045477166314,UBA629_sp005465875_3,21,2
13,0.8724524352608115,Lactobacillus_crispatus_6,21,2
14,0.48004398926117625,Gardnerella_vaginalis_2,21,2
15,0.8175721451739782,Lactobacillus_crispatus_4,21,2
16,0.8615226336749823,Lactobacillus_crispatus_8,21,2
17,0.645134297554548,Lactobacillus_iners_7,21,2
18,0.7851632977693439,Lactobacillus_crispatus_7,21,2
19,0.8320116122909413,Lactobacillus_crispatus_5,21,2
20,0.7592623851065965,Lactobacillus_iners_8,21,2
1,0.25801678663850486,Gardnerella_swidsinkii_1,21,3
2,0.2131144225687814,MultiGenera,21,3
3,0.2450937885005683,MultiGenera,21,3
4,0.43991092035670953,Lactobacillus_paragasseri_1,21,3
5,0.2169865017975182,MultiGenera,21,3
6,0.5900384501246967,Lactobacillus_iners_1,21,3
7,0.7489961844224029,Lactobacillus_iners_2,21,3
8,0.4062212307742875,UBA629_sp005465875_1,21,3
9,0.8643502635506987,Lactobacillus_crispatus_3,21,3
10,0.6863692622376137,Lactobacillus_iners_6,21,3
11,0.849708330281197,Lactobacillus_crispatus_1,21,3
12,0.5136413460468152,Limosilactobacillus_oris,21,3
13,0.8286133861041611,Lactobacillus_crispatus_2,21,3
14,0.658188340664298,Lactobacillus_iners_4,21,3
15,0.35783045477166314,UBA629_sp005465875_3,21,3
16,0.40054425950525147,Lactobacillus_iners_2,21,3
17,0.8724524352608115,Lactobacillus_crispatus_6,21,3
18,0.48004398926117625,Gardnerella_vaginalis_2,21,3
19,0.8175721451739782,Lactobacillus_crispatus_4,21,3
20,0.8615226336749823,Lactobacillus_crispatus_8,21,3
21,0.645134297554548,Lactobacillus_iners_7,21,3
22,0.7851632977693439,Lactobacillus_crispatus_7,21,3
23,0.8320116122909413,Lactobacillus_crispatus_5,21,3
24,0.6499842264458758,Lactobacillus_gasseri_1,21,3
25,0.5954840176003064,Lactobacillus_iners_3,21,3
26,0.7592623851065965,Lactobacillus_iners_8,21,3
27,0.5275293229458854,Gardnerella_piotii_1,21,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,21,4
2,0.4114520168191421,MultiGenera,21,4
3,0.6517559225549684,Lactobacillus_iners_1,21,4
4,0.7489961844224029,Lactobacillus_iners_2,21,4
5,0.4062212307742875,UBA629_sp005465875_1,21,4
6,0.8643502635506987,Lactobacillus_crispatus_3,21,4
7,0.6863692622376137,Lactobacillus_iners_6,21,4
8,0.849708330281197,Lactobacillus_crispatus_1,21,4
9,0.5136413460468152,Limosilactobacillus_oris,21,4
10,0.26584047830896557,MultiGenera,21,4
11,0.8286133861041611,Lactobacillus_crispatus_2,21,4
12,0.18787867148502113,MultiGenera,21,4
13,0.658188340664298,Lactobacillus_iners_4,21,4
14,0.22599648561799837,Gardnerella_vaginalis_1,21,4
15,0.35783045477166314,UBA629_sp005465875_3,21,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,21,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,21,4
18,0.40054425950525147,Lactobacillus_iners_2,21,4
19,0.8724524352608115,Lactobacillus_crispatus_6,21,4
20,0.48004398926117625,Gardnerella_vaginalis_2,21,4
21,0.8175721451739782,Lactobacillus_crispatus_4,21,4
22,0.8615226336749823,Lactobacillus_crispatus_8,21,4
23,0.20266249146150228,MultiGenera,21,4
24,0.645134297554548,Lactobacillus_iners_7,21,4
25,0.542227454503678,Lactobacillus_paragasseri_1,21,4
26,0.2079142245339768,UBA629_sp005465875_1,21,4
27,0.7851632977693439,Lactobacillus_crispatus_7,21,4
28,0.8320116122909413,Lactobacillus_crispatus_5,21,4
29,0.6499842264458758,Lactobacillus_gasseri_1,21,4
30,0.2665656047893741,Gardnerella_vaginalis_C_1,21,4
31,0.24148106286510504,Lactobacillus_iners_4,21,4
32,0.3079014333005978,Lactobacillus_iners_1,21,4
33,0.23538485305096923,Gardnerella_vaginalis_C_2,21,4
34,0.5954840176003064,Lactobacillus_iners_3,21,4
35,0.7592623851065965,Lactobacillus_iners_8,21,4
36,0.5275293229458854,Gardnerella_piotii_1,21,4
1,0.24166353439803187,MultiGenera,22,0
2,0.5610224155493722,Lactobacillus_iners_7,22,0
3,0.298385368933536,Gardnerella_swidsinkii_1,22,0
4,0.6353300484868615,Lactobacillus_iners_2,22,0
5,0.5900384501246967,Lactobacillus_iners_1,22,0
6,0.4062212307742875,UBA629_sp005465875_1,22,0
7,0.8643502635506987,Lactobacillus_crispatus_3,22,0
8,0.6863692622376137,Lactobacillus_iners_6,22,0
9,0.849708330281197,Lactobacillus_crispatus_1,22,0
10,0.8286133861041611,Lactobacillus_crispatus_2,22,0
11,0.658188340664298,Lactobacillus_iners_4,22,0
12,0.8724524352608115,Lactobacillus_crispatus_6,22,0
13,0.8175721451739782,Lactobacillus_crispatus_4,22,0
14,0.8615226336749823,Lactobacillus_crispatus_8,22,0
1,0.24166353439803187,MultiGenera,22,1
2,0.5103484170097508,Lactobacillus_iners_3,22,1
3,0.25801678663850486,Gardnerella_swidsinkii_1,22,1
4,0.6353300484868615,Lactobacillus_iners_2,22,1
5,0.5900384501246967,Lactobacillus_iners_1,22,1
6,0.4062212307742875,UBA629_sp005465875_1,22,1
7,0.8643502635506987,Lactobacillus_crispatus_3,22,1
8,0.6863692622376137,Lactobacillus_iners_6,22,1
9,0.849708330281197,Lactobacillus_crispatus_1,22,1
10,0.8286133861041611,Lactobacillus_crispatus_2,22,1
11,0.658188340664298,Lactobacillus_iners_4,22,1
12,0.8724524352608115,Lactobacillus_crispatus_6,22,1
13,0.48004398926117625,Gardnerella_vaginalis_2,22,1
14,0.8175721451739782,Lactobacillus_crispatus_4,22,1
15,0.8615226336749823,Lactobacillus_crispatus_8,22,1
16,0.645134297554548,Lactobacillus_iners_7,22,1
17,0.7851632977693439,Lactobacillus_crispatus_7,22,1
18,0.8320116122909413,Lactobacillus_crispatus_5,22,1
1,0.22552334070809407,MultiGenera,22,2
2,0.4945024349558402,Lactobacillus_iners_3,22,2
3,0.25801678663850486,Gardnerella_swidsinkii_1,22,2
4,0.6353300484868615,Lactobacillus_iners_2,22,2
5,0.5900384501246967,Lactobacillus_iners_1,22,2
6,0.4062212307742875,UBA629_sp005465875_1,22,2
7,0.8643502635506987,Lactobacillus_crispatus_3,22,2
8,0.6863692622376137,Lactobacillus_iners_6,22,2
9,0.849708330281197,Lactobacillus_crispatus_1,22,2
10,0.8286133861041611,Lactobacillus_crispatus_2,22,2
11,0.658188340664298,Lactobacillus_iners_4,22,2
12,0.35783045477166314,UBA629_sp005465875_3,22,2
13,0.8724524352608115,Lactobacillus_crispatus_6,22,2
14,0.48004398926117625,Gardnerella_vaginalis_2,22,2
15,0.8175721451739782,Lactobacillus_crispatus_4,22,2
16,0.8615226336749823,Lactobacillus_crispatus_8,22,2
17,0.645134297554548,Lactobacillus_iners_7,22,2
18,0.7851632977693439,Lactobacillus_crispatus_7,22,2
19,0.8320116122909413,Lactobacillus_crispatus_5,22,2
20,0.7592623851065965,Lactobacillus_iners_8,22,2
1,0.25801678663850486,Gardnerella_swidsinkii_1,22,3
2,0.2131144225687814,MultiGenera,22,3
3,0.2450937885005683,MultiGenera,22,3
4,0.43991092035670953,Lactobacillus_paragasseri_1,22,3
5,0.2169865017975182,MultiGenera,22,3
6,0.5900384501246967,Lactobacillus_iners_1,22,3
7,0.7489961844224029,Lactobacillus_iners_2,22,3
8,0.4062212307742875,UBA629_sp005465875_1,22,3
9,0.8643502635506987,Lactobacillus_crispatus_3,22,3
10,0.6863692622376137,Lactobacillus_iners_6,22,3
11,0.849708330281197,Lactobacillus_crispatus_1,22,3
12,0.5136413460468152,Limosilactobacillus_oris,22,3
13,0.8286133861041611,Lactobacillus_crispatus_2,22,3
14,0.658188340664298,Lactobacillus_iners_4,22,3
15,0.35783045477166314,UBA629_sp005465875_3,22,3
16,0.40054425950525147,Lactobacillus_iners_2,22,3
17,0.8724524352608115,Lactobacillus_crispatus_6,22,3
18,0.48004398926117625,Gardnerella_vaginalis_2,22,3
19,0.8175721451739782,Lactobacillus_crispatus_4,22,3
20,0.8615226336749823,Lactobacillus_crispatus_8,22,3
21,0.645134297554548,Lactobacillus_iners_7,22,3
22,0.7851632977693439,Lactobacillus_crispatus_7,22,3
23,0.8320116122909413,Lactobacillus_crispatus_5,22,3
24,0.6499842264458758,Lactobacillus_gasseri_1,22,3
25,0.5954840176003064,Lactobacillus_iners_3,22,3
26,0.7592623851065965,Lactobacillus_iners_8,22,3
27,0.5275293229458854,Gardnerella_piotii_1,22,3
1,0.2714730793887154,Gardnerella_swidsinkii_1,22,4
2,0.4114520168191421,MultiGenera,22,4
3,0.6517559225549684,Lactobacillus_iners_1,22,4
4,0.7489961844224029,Lactobacillus_iners_2,22,4
5,0.4062212307742875,UBA629_sp005465875_1,22,4
6,0.8643502635506987,Lactobacillus_crispatus_3,22,4
7,0.6863692622376137,Lactobacillus_iners_6,22,4
8,0.849708330281197,Lactobacillus_crispatus_1,22,4
9,0.5136413460468152,Limosilactobacillus_oris,22,4
10,0.26584047830896557,MultiGenera,22,4
11,0.8286133861041611,Lactobacillus_crispatus_2,22,4
12,0.18787867148502113,MultiGenera,22,4
13,0.658188340664298,Lactobacillus_iners_4,22,4
14,0.22599648561799837,Gardnerella_vaginalis_1,22,4
15,0.35783045477166314,UBA629_sp005465875_3,22,4
16,0.20523434898819623,Gardnerella_vaginalis_H_1,22,4
17,0.2166005779058909,Gardnerella_vaginalis_C_3,22,4
18,0.40054425950525147,Lactobacillus_iners_2,22,4
19,0.8724524352608115,Lactobacillus_crispatus_6,22,4
