63.44086021505376,98.65591397849462,100,100,100,Prevotella_bivia
15.384615384615385,76.92307692307693,100,100,100,Prevotella_corporis
3,70,100,100,100,Prevotella_disiens
97.5609756097561,100,100,100,100,Prevotella_melaninogenica
91.54929577464789,100,100,100,100,Prevotella_sp000479005
92.21902017291066,100,100,100,100,Prevotella_sp000758925
0,62.06896551724138,100,100,100,Prevotella_sp001552765
99.13978494623656,100,100,100,100,Prevotella_spNov3
99.33110367892976,100,100,100,100,Prevotella_timonensis
97.5609756097561,100,100,100,100,Propionimicrobium_lymphophilum
73.68421052631578,100,100,100,100,Pseudoglutamicibacter_albus
68,100,100,100,100,Slackia_exigua
92.4865831842576,100,100,100,100,Sneathia_sanguinegens
98.47094801223241,100,100,100,100,Sneathia_vaginalis
97.95918367346938,100,100,100,100,Sodaliphilus_spNov1
80,100,100,100,100,Staphylococcus_aureus
93.65079365079364,100,100,100,100,Staphylococcus_epidermidis
54.166666666666664,100,100,100,100,Staphylococcus_haemolyticus
97.32142857142857,99.10714285714286,100,100,100,Stomatobaculum_sp002892395
100,100,100,100,100,Streptococcus
88.57142857142857,100,100,100,100,Streptococcus_agalactiae
96.93877551020408,100,100,100,100,Streptococcus_anginosus
99.28571428571429,100,100,100,100,Streptococcus_mitis
100,100,100,100,100,Streptococcus_salivarius
80,100,100,100,100,Sutterella_spNov1
100,100,100,100,100,Trichomonas_vaginalis
97.97794117647058,100,100,100,100,UBA629_sp005465875
92.96875,99.609375,100,100,100,Ureaplasma_parvum
82.22222222222221,97.77777777777777,100,100,100,Ureaplasma_urealyticum
96.875,100,100,100,100,Varibaculum_cambriense
91.2621359223301,100,100,100,100,Veillonella_montpellierensis
91.66666666666666,100,100,100,100,Winkia_neuii
