sampleID,Project
MG_195290,Gates-UMD
MG_195374,Gates-UMD
MG_195430,Gates-UMD
MG_195506,Gates-UMD
MG_195566,Gates-UMD
MG_195672,Symptoms
MG_195711,Symptoms
MG_195739,Symptoms
MG_195767,Symptoms
MG_195843,Symptoms
MG_195891,Symptoms
MG_195939,Symptoms
MG_196356,Symptoms
MG_196401,Symptoms
MG_197067,Symptoms
MG_197078,Symptoms
MG_197099,Symptoms
MG_198165,Gates-UMD
MG_198203,Symptoms
MG_198223,Symptoms
MG_198237,Gates-UMD
MG_198279,Symptoms
MG_198301,Gates-UMD
MG_198365,Gates-UMD
MG_198437,Gates-UMD
MG_199095,Gates-UMD
MG_199147,Gates-UMD
MG_199199,Gates-UMD
MG_1992RFLQV1,XPENN
MG_199350,Symptoms
MG_199358,Symptoms
MG_1993RFLQV1,XPENN
MG_199414,Symptoms
MG_199723,Symptoms
MG_199743,Symptoms
MG_199767b,Symptoms
MG_20_00135_05,PreSSMat
MG_20_00144_05,PreSSMat
MG_20_00145_05,PreSSMat
MG_20_00182_05B,PreSSMat
MG_20_00218_05,PreSSMat
MG_20_00835_05,PreSSMat
MG_20_00850_05,PreSSMat
MG_20_00857_05,PreSSMat
MG_20_00860_05,PreSSMat
MG_20_00880_05,PreSSMat
MG_20_00889_05,PreSSMat
MG_20_00891_05,PreSSMat
MG_20_00897_05,PreSSMat
MG_20_00905_05,PreSSMat
MG_20_00908_05,PreSSMat
MG_20_00911_05,PreSSMat
MG_20_00918_05,PreSSMat
MG_20_01129_05,PreSSMat
MG_20_01134_05,PreSSMat
MG_20_01147_05,PreSSMat
MG_20_01149_05,PreSSMat
MG_20_01151_05,PreSSMat
MG_20_01167_05,PreSSMat
MG_20_01168_05,PreSSMat
MG_20_01175_05,PreSSMat
MG_20_01181_05,PreSSMat
MG_20_01962_05,PreSSMat
MG_20_02009_05,PreSSMat
MG_20_02044_05,PreSSMat
MG_20_02090_05,PreSSMat
MG_20_02097_05,PreSSMat
MG_20_02213_05,PreSSMat
MG_20_02219_05,PreSSMat
MG_20_02225_05,PreSSMat
MG_20_02249_05,PreSSMat
MG_20_02251_05,PreSSMat
MG_20_02283_05,PreSSMat
MG_20_02288_05,PreSSMat
MG_20_02836_05,PreSSMat
MG_20_02843_05,PreSSMat
MG_20_02860_05,PreSSMat
MG_20_02863_05,PreSSMat
MG_20_02882_05,PreSSMat
MG_20_02886_05,PreSSMat
MG_20_02909_05,PreSSMat
MG_20_02916_05,PreSSMat
MG_20_02922_05,PreSSMat
MG_20_02944_05,PreSSMat
MG_20_02947_05,PreSSMat
MG_20_02950_05,PreSSMat
MG_20_02981_05,PreSSMat
MG_20_02985_05,PreSSMat
MG_20_02992_05,PreSSMat
MG_20_03024_05,PreSSMat
MG_20_03216_05,PreSSMat
MG_20_03231_05,PreSSMat
MG_20_03235_05,PreSSMat
MG_20_03299_05,PreSSMat
MG_20_03315_05,PreSSMat
MG_20_03329_05,PreSSMat
MG_20_03344_05,PreSSMat
MG_20_03360_05,PreSSMat
MG_20_03395_05,PreSSMat
MG_20_20057_05B,PreSSMat
MG_20_20061_05,PreSSMat
MG_20_20097_05,PreSSMat
MG_20_20114_05,PreSSMat
MG_20_20133_05,PreSSMat
MG_20_20554_05,PreSSMat
MG_20_20583_05,PreSSMat
MG_20_20626_05,PreSSMat
MG_20_20651_05,PreSSMat
MG_20_20668_05,PreSSMat
MG_20_20670_05,PreSSMat
MG_20_20671_05,PreSSMat
MG_20_20681_05,PreSSMat
MG_20_21179_05,PreSSMat
MG_20_21193_05,PreSSMat
MG_20_21221_05,PreSSMat
MG_20_21249_05,PreSSMat
MG_20_21250_05,PreSSMat
MG_20_21458_05,PreSSMat
MG_20_21469_05,PreSSMat
MG_20_21496_05,PreSSMat
MG_20_21528_05,PreSSMat
MG_20_21536_05,PreSSMat
MG_20_21552_05,PreSSMat
MG_20_21568_05,PreSSMat
MG_20_21569_05,PreSSMat
MG_20_21652_05,PreSSMat
MG_20_21704_05,PreSSMat
MG_20_22432_05,PreSSMat
MG_20_22461_05,PreSSMat
MG_20_22498_05,PreSSMat
MG_20_22636_05,PreSSMat
MG_20_22645_05,PreSSMat
MG_20_22647_05,PreSSMat
MG_20_22693_05,PreSSMat
MG_20_22726_05,PreSSMat
MG_20_22745_05,PreSSMat
MG_20_22752_05,PreSSMat
MG_20_22792_05,PreSSMat
MG_20_22795_05,PreSSMat
MG_20_22796_05,PreSSMat
MG_20_23527_05,PreSSMat
MG_20_24069_05,PreSSMat
MG_20_24077_05,PreSSMat
MG_20_24098_05,PreSSMat
MG_20_24174_05,PreSSMat
MG_20_24187_05,PreSSMat
MG_20_24190_05,PreSSMat
MG_20_24195_05,PreSSMat
MG_20_24196_05,PreSSMat
MG_20_24213_05,PreSSMat
MG_20_24937_05,PreSSMat
MG_20_24945_05,PreSSMat
MG_20_25060_05,PreSSMat
MG_20_25067_05,PreSSMat
MG_20_25076_05,PreSSMat
MG_20_25123_05,PreSSMat
MG_20_25344_05,PreSSMat
MG_20_25347_05,PreSSMat
MG_20_25715_05,PreSSMat
MG_20_26056_05,PreSSMat
MG_20_26067_05,PreSSMat
MG_20_26117_05,PreSSMat
MG_20_26241_05,PreSSMat
MG_20_26264_05,PreSSMat
MG_20_26296_05,PreSSMat
MG_20_26661_05,PreSSMat
MG_20_26662_05,PreSSMat
MG_20_26674_05,PreSSMat
MG_20_26723_05,PreSSMat
MG_20_26747_05,PreSSMat
MG_20_26801_05,PreSSMat
MG_20_26808_05,PreSSMat
MG_20_27473_05,PreSSMat
MG_20_27508_05,PreSSMat
MG_20_27513_05,PreSSMat
MG_20_27526_05,PreSSMat
MG_20_27535_05,PreSSMat
MG_20_27789_05,PreSSMat
MG_20_27798_05,PreSSMat
MG_20_27827_05,PreSSMat
MG_20_28082_05,PreSSMat
MG_20_28103_05,PreSSMat
MG_20_28256_05,PreSSMat
MG_20_28272_05,PreSSMat
MG_20_28273_05,PreSSMat
MG_20_28289_05,PreSSMat
MG_20_28306_05,PreSSMat
MG_20_28332_05,PreSSMat
MG_20_28568_05,PreSSMat
MG_20_28585_05,PreSSMat
MG_20_28603_05,PreSSMat
MG_20_28604_05,PreSSMat
MG_20_28642_05,PreSSMat
MG_20_28852_05,PreSSMat
MG_20_28859_05,PreSSMat
MG_20_28861_05,PreSSMat
MG_20_28919_05,PreSSMat
MG_20_28938_05,PreSSMat
MG_20_28941_05,PreSSMat
MG_20_29154_05,PreSSMat
MG_20_29187_05,PreSSMat
MG_20_29208_05,PreSSMat
MG_20_29237_05,PreSSMat
MG_20_29671_05,PreSSMat
MG_20_29680_05,PreSSMat
MG_20_29702_05,PreSSMat
MG_20_29706_05,PreSSMat
MG_20_29729_05,PreSSMat
MG_20_29775_05,PreSSMat
MG_20_29819_05,PreSSMat
MG_20_29847_05,PreSSMat
MG_20_30157_05,PreSSMat
MG_20_30191_05,PreSSMat
MG_20_30205_05,PreSSMat
MG_20_30211_05,PreSSMat
MG_20_30219_05,PreSSMat
MG_20_30230_05,PreSSMat
MG_20_30293_05,PreSSMat
MG_20_30326_05,PreSSMat
MG_20_30332_05,PreSSMat
MG_20_30761_05,PreSSMat
MG_20_30764_05,PreSSMat
MG_20_30765_05,PreSSMat
MG_20_30766_05,PreSSMat
MG_20_30768_05,PreSSMat
MG_20_30777_05,PreSSMat
MG_20_30794_05,PreSSMat
MG_20_30812_05,PreSSMat
MG_20_31340_05,PreSSMat
MG_20_31354_05,PreSSMat
MG_20_31359_05,PreSSMat
MG_20_31372_05,PreSSMat
MG_20_31380_05,PreSSMat
MG_20_31402_05B,PreSSMat
MG_20_31418_05,PreSSMat
MG_20_31427_05,PreSSMat
MG_20_31449_05,PreSSMat
MG_20_31823_05,PreSSMat
MG_20_31843_05,PreSSMat
MG_20_31867_05,PreSSMat
MG_20_31874_05,PreSSMat
MG_20_31894_05,PreSSMat
MG_20_32224_05,PreSSMat
MG_20_32246_05,PreSSMat
MG_20_32284_05,PreSSMat
MG_20_32308_05,PreSSMat
MG_20_32380_05,PreSSMat
MG_20_32703_05,PreSSMat
MG_20_32729_05,PreSSMat
MG_20_32780_05,PreSSMat
MG_20_32784_05,PreSSMat
MG_20_32789_05,PreSSMat
MG_20_33063_05,PreSSMat
MG_20_33136_05,PreSSMat
MG_20_33278_05,PreSSMat
MG_20_33286_05,PreSSMat
MG_20_33341_05,PreSSMat
MG_20_33954_05,PreSSMat
MG_20_33961_05,PreSSMat
MG_20_34036_05,PreSSMat
MG_20_34061_05,PreSSMat
MG_20_34129_05,PreSSMat
MG_20_34639_05,PreSSMat
MG_20_34686_05,PreSSMat
MG_20_34693_05,PreSSMat
MG_20_35051_05B,PreSSMat
MG_20_35092_05,PreSSMat
MG_20_35147_05,PreSSMat
MG_20_35226_05,PreSSMat
MG_20_35305_05,PreSSMat
MG_20_35309_05,PreSSMat
MG_20_35319_05,PreSSMat
MG_20_35324_05,PreSSMat
MG_20_35346_05,PreSSMat
MG_20_35903_05,PreSSMat
MG_20_35904_05,PreSSMat
MG_20_35927_05,PreSSMat
MG_20_35948_05,PreSSMat
MG_20_36002_05,PreSSMat
MG_20_36046_05,PreSSMat
MG_20_36068_05,PreSSMat
MG_20_36081_05,PreSSMat
MG_20_36085_05,PreSSMat
MG_20_36087_05,PreSSMat
MG_20_36096_05,PreSSMat
MG_20_36105_05,PreSSMat
MG_20_36233_05,PreSSMat
MG_20_36901_05,PreSSMat
MG_20_36933_05,PreSSMat
MG_20_37690_05,PreSSMat
MG_20_37725_05,PreSSMat
MG_20_37735_05,PreSSMat
MG_20_37775_05,PreSSMat
MG_20_37803_05,PreSSMat
MG_20_37806_05,PreSSMat
MG_20_37807_05,PreSSMat
MG_20_38469_05,PreSSMat
MG_20_38531_05,PreSSMat
MG_20_38613_05,PreSSMat
MG_20_38654_05,PreSSMat
MG_20_38705_05,PreSSMat
MG_20_38712_05,PreSSMat
MG_20_38716_05,PreSSMat
MG_20_38719_05,PreSSMat
MG_20_38749_05,PreSSMat
MG_20_39707_05,PreSSMat
MG_20_39711_05,PreSSMat
MG_20_39722_05,PreSSMat
MG_20_39743_05,PreSSMat
MG_20_39772_05,PreSSMat
MG_20_39787_05,PreSSMat
MG_20_39868_05,PreSSMat
MG_20_39899_05,PreSSMat
MG_20_39900_05,PreSSMat
MG_20_39913_05,PreSSMat
MG_20_40708_05,PreSSMat
MG_20_40725_05,PreSSMat
MG_20_40741_05,PreSSMat
MG_20_40757_05,PreSSMat
MG_20_40767_05,PreSSMat
MG_20_40768_05,PreSSMat
MG_20_40772_05,PreSSMat
MG_20_40779_05,PreSSMat
MG_20_40786_05,PreSSMat
MG_20_40789_05,PreSSMat
MG_20_40797_05,PreSSMat
MG_20_40798_05,PreSSMat
MG_20_40800_05,PreSSMat
MG_20_40905_05,PreSSMat
MG_20_40913_05,PreSSMat
MG_20_40916_05,PreSSMat
MG_20_40927_05,PreSSMat
MG_20_40942_05,PreSSMat
MG_20_40943_05,PreSSMat
MG_20_40945_05,PreSSMat
MG_20_40946_05,PreSSMat
MG_20_40947_05,PreSSMat
MG_20_40948_05,PreSSMat
MG_20_40954_05,PreSSMat
MG_20_40956_05,PreSSMat
MG_20_40959_05,PreSSMat
MG_20_40960_05,PreSSMat
MG_20_40967_05,PreSSMat
MG_20_40971_05,PreSSMat
MG_20_40972_05,PreSSMat
MG_20_40973_05,PreSSMat
MG_20_40978_05,PreSSMat
MG_20_40980_05,PreSSMat
MG_20_40982_05,PreSSMat
MG_20_40983_05,PreSSMat
MG_20_40984_05,PreSSMat
MG_20_40985_05,PreSSMat
MG_20_40986_05,PreSSMat
MG_20_40991_05,PreSSMat
MG_20_40993_05,PreSSMat
MG_20_41201_05,PreSSMat
MG_20_41204_05,PreSSMat
MG_20_41213_05,PreSSMat
MG_20_41220_05,PreSSMat
MG_20_41234_05,PreSSMat
MG_20_41236_05,PreSSMat
MG_20_41239_05,PreSSMat
MG_20_41262_05,PreSSMat
MG_20_41267_05,PreSSMat
MG_20_41284_05,PreSSMat
MG_20_41294_05,PreSSMat
MG_20_41853_05,PreSSMat
MG_20_41865_05,PreSSMat
MG_20_41867_05,PreSSMat
MG_20_41889_05,PreSSMat
MG_20_41890_05,PreSSMat
MG_20_41898_05,PreSSMat
MG_20_41900_05,PreSSMat
MG_20_41914_05,PreSSMat
MG_20_41921_05,PreSSMat
MG_20_41959_05,PreSSMat
MG_20_41995_05,PreSSMat
MG_20_42030_05,PreSSMat
MG_20_42166_05,PreSSMat
MG_20_42222_05,PreSSMat
MG_20_42229_05,PreSSMat
MG_20_43053_05,PreSSMat
MG_20_43066_05,PreSSMat
MG_20_43070_05,PreSSMat
MG_20_43080_05,PreSSMat
MG_20_43105_05,PreSSMat
MG_20_43120_05,PreSSMat
MG_20_43167_05,PreSSMat
MG_20_43225_05,PreSSMat
MG_20_43253_05,PreSSMat
MG_20_43280_05,PreSSMat
MG_20_43288_05,PreSSMat
MG_20_43327_05,PreSSMat
MG_20_44202_05,PreSSMat
MG_20_44227_05,PreSSMat
MG_20_44231_05,PreSSMat
MG_20_44240_05,PreSSMat
MG_20_44250_05,PreSSMat
MG_20_44315_05,PreSSMat
MG_20_44318_05,PreSSMat
MG_20_44367_05,PreSSMat
MG_20_44374_05,PreSSMat
MG_20_44393_05,PreSSMat
MG_20_44405_05,PreSSMat
MG_20_44467_05,PreSSMat
MG_20_44907_05,PreSSMat
MG_20_44911_05,PreSSMat
MG_20_44961_05,PreSSMat
MG_20_45461_05,PreSSMat
MG_20_45464_05,PreSSMat
MG_20_45477_05,PreSSMat
MG_20_45479_05,PreSSMat
MG_20_45487_05,PreSSMat
MG_20_45509_05,PreSSMat
MG_20_45514_05,PreSSMat
MG_20_45558_05,PreSSMat
MG_20_45560_05,PreSSMat
MG_20_45600_05,PreSSMat
MG_20_46742_05,PreSSMat
MG_20_46895_05,PreSSMat
MG_20_46900_05,PreSSMat
MG_20_46924_05,PreSSMat
MG_20_46936_05,PreSSMat
MG_20_46937_05,PreSSMat
MG_20_46949_05,PreSSMat
MG_20_46985_05,PreSSMat
MG_20_47015_05,PreSSMat
MG_20_47027_05,PreSSMat
MG_20_47033_05B,PreSSMat
MG_20_47036_05,PreSSMat
MG_20_47049_05,PreSSMat
MG_20_47899_05,PreSSMat
MG_20_47928_05,PreSSMat
MG_20_47955_05,PreSSMat
MG_20_47959_05,PreSSMat
MG_20_48023_05,PreSSMat
MG_20_48033_05,PreSSMat
MG_20_48093_05,PreSSMat
MG_20_48099_05,PreSSMat
MG_20_49325_05,PreSSMat
MG_20_49329_05,PreSSMat
MG_20_49381_05,PreSSMat
MG_20_49386_05,PreSSMat
MG_20_49411_05,PreSSMat
MG_20_49492_05,PreSSMat
MG_20_49500_05,PreSSMat
MG_20_49549_05,PreSSMat
MG_20_49569_05B,PreSSMat
MG_20_49597_05,PreSSMat
MG_200714,Symptoms
MG_200766,Symptoms
MG_200771,Symptoms
MG_2009001159,Gates-Stanford
MG_2009001209,Gates-Stanford
MG_2009001269,Gates-Stanford
MG_2009001309,Gates-Stanford
MG_2009001379,Gates-Stanford
MG_200930,Symptoms
MG_200942,Symptoms
MG_200966,Symptoms
MG_202050,Symptoms
MG_202098,Symptoms
MG_202828,Symptoms
MG_202852,Symptoms
MG_202872,Symptoms
MG_203059,Gates-UMD
MG_203077,Symptoms
MG_203101,Symptoms
MG_203123,Symptoms
MG_203125,Symptoms
MG_203187,Gates-UMD
MG_203251,Gates-UMD
MG_203323,Gates-UMD
MG_203703,Symptoms
MG_203751,Symptoms
MG_205081,Gates-UMD
MG_205117,Gates-UMD
MG_205183,Symptoms
MG_205209,Gates-UMD
MG_205223,Symptoms
MG_205243,Symptoms
MG_205281,Gates-UMD
MG_205311,Symptoms
MG_205335,Symptoms
MG_205337,Gates-UMD
MG_205367,Symptoms
MG_205763,Gates-UMD
MG_205819,Gates-UMD
MG_205915,Gates-UMD
MG_205939,Gates-UMD
MG_206015,Gates-UMD
MG_206737,Symptoms
MG_206752,Symptoms
MG_206776,Symptoms
MG_206786,Gates-UMD
MG_206830,Gates-UMD
MG_206894,Gates-UMD
MG_206958,Gates-UMD
MG_207030,Gates-UMD
MG_208096,Symptoms
MG_208120,Symptoms
MG_208144,Symptoms
MG_208168,Symptoms
MG_208192,Symptoms
MG_208442,Symptoms
MG_208465,Symptoms
MG_208485,Symptoms
MG_208759,Symptoms
MG_208792,Symptoms
MG_208806,Symptoms
MG_208856,Gates-UMD
MG_208920,Gates-UMD
MG_208972,Gates-UMD
MG_209048,Gates-UMD
MG_209436,Symptoms
MG_209480,Symptoms
MG_209873,Symptoms
MG_209897,Symptoms
MG_209933,Symptoms
MG_210294,Symptoms
MG_210314,Symptoms
MG_210338,Symptoms
MG_210473,Symptoms
MG_210545,Symptoms
MG_210601,Gates-UMD
MG_210665,Gates-UMD
MG_210721,Gates-UMD
MG_210780,Symptoms
MG_210808,Symptoms
MG_210852,Symptoms
MG_210916,Symptoms
MG_210948,Symptoms
MG_211472,Gates-UMD
MG_211528,Gates-UMD
MG_211592,Gates-UMD
MG_211656,Gates-UMD
MG_211740,Gates-UMD
MG_213335,Gates-UMD
MG_213391,Gates-UMD
MG_213562,Gates-UMD
MG_213626,Gates-UMD
MG_213746,Gates-UMD
MG_213818,Gates-UMD
MG_217355,Symptoms
MG_217380,Symptoms
MG_217403,Symptoms
MG_217641,Symptoms
MG_217688,Symptoms
MG_218318,Symptoms
MG_218366,Symptoms
MG_218655,Symptoms
MG_218679,Symptoms
MG_218704,Symptoms
MG_218723,Symptoms
MG_219018,Gates-UMD
MG_219082,Gates-UMD
MG_219130,Gates-UMD
MG_219210,Gates-UMD
MG_219274,Gates-UMD
MG_219662,Symptoms
MG_219675,Symptoms
MG_219682,Symptoms
MG_219706,Symptoms
MG_220366,Gates-UMD
MG_220430,Gates-UMD
MG_220502,Gates-UMD
MG_220558,Gates-UMD
MG_220638,Gates-UMD
MG_221439,Symptoms
MG_221459,Symptoms
MG_221476,Symptoms
MG_222093,Symptoms
MG_222121b,Symptoms
MG_222129b,Symptoms
MG_222161b,Symptoms
MG_222197,Symptoms
MG_222253,Symptoms
MG_222297,Symptoms
MG_222359,Symptoms
MG_222388,Gates-UMD
MG_222406,Symptoms
MG_222420,Gates-UMD
MG_222476,Gates-UMD
MG_222548,Gates-UMD
MG_222636,Gates-UMD
MG_222695,Symptoms
MG_222717,Gates-UMD
MG_222743,Symptoms
MG_222781,Gates-UMD
MG_222845,Gates-UMD
MG_222921,Gates-UMD
MG_222973,Gates-UMD
MG_223370,Symptoms
MG_223399,Gates-UMD
MG_223417,Symptoms
MG_223417_b,Symptoms
MG_223463,Gates-UMD
MG_223527,Gates-UMD
MG_223591,Gates-UMD
MG_223655,Gates-UMD
MG_223715,Symptoms
MG_223754,Symptoms
MG_224059,Symptoms
MG_224083,Symptoms
MG_224107,Symptoms
MG_224410,Gates-UMD
MG_224458,Gates-UMD
MG_224506,Gates-UMD
MG_224558,Gates-UMD
MG_224658,Gates-UMD
MG_224917,Symptoms
MG_224941,Symptoms
MG_224961,Symptoms
MG_225090,Symptoms
MG_225118,Symptoms
MG_225126,Symptoms
MG_225150,Symptoms
MG_225729,Symptoms
MG_225776,Symptoms
MG_226170,Symptoms
MG_226198,Symptoms
MG_226214,Symptoms
MG_226241,Symptoms
MG_226414,Symptoms
MG_226446,Symptoms
MG_226470,Symptoms
MG_226531,Symptoms
MG_226574,Symptoms
MG_226594,Symptoms
MG_226740,Symptoms
MG_226769,Gates-UMD
MG_226787,Symptoms
MG_226813,Gates-UMD
MG_226897,Gates-UMD
MG_226961,Gates-UMD
MG_227033,Gates-UMD
MG_227093,Symptoms
MG_227124,Symptoms
MG_227144,Symptoms
MG_227168,Symptoms
MG_227188,Symptoms
MG_227477,Symptoms
MG_227505,Symptoms
MG_227525,Symptoms
MG_228087,Symptoms
MG_228135,Symptoms
MG_228425,Symptoms
MG_228472,Symptoms
MG_228854,Symptoms
MG_228885,Symptoms
MG_228909,Symptoms
MG_228953,Symptoms
MG_235318,Gates-UMD
MG_235371,Gates-UMD
MG_235407,Gates-UMD
MG_253534,Gates-UMD
MG_253574,Gates-UMD
MG_253630,Gates-UMD
MG_253682,Gates-UMD
MG_253759,Gates-UMD
MG_255555,MMOTH
MG_255556,MMOTH
MG_255557,MMOTH
MG_255562,MMOTH
MG_255563,MMOTH
MG_255566,MMOTH
MG_255567,MMOTH
MG_255568,MMOTH
MG_255569,MMOTH
MG_255570,MMOTH
MG_255573,MMOTH
MG_255580,MMOTH
MG_255581,MMOTH
MG_255582,MMOTH
MG_255585,MMOTH
MG_255589,MMOTH
MG_255590,MMOTH
MG_255592,MMOTH
MG_255597,MMOTH
MG_255598,MMOTH
MG_255610,MMOTH
MG_255611,MMOTH
MG_255612,MMOTH
MG_255614,MMOTH
MG_255616,MMOTH
MG_255634,MMOTH
MG_255635,MMOTH
MG_255645,MMOTH
MG_255646,MMOTH
MG_255656,MMOTH
MG_255657,MMOTH
MG_255658,MMOTH
MG_255659,MMOTH
MG_255660,MMOTH
MG_255663,MMOTH
MG_255666,MMOTH
MG_255672,MMOTH
MG_255673,MMOTH
MG_255677,MMOTH
MG_255680,MMOTH
MG_255681,MMOTH
MG_255689,MMOTH
MG_255690,MMOTH
MG_255691,MMOTH
MG_255692,MMOTH
MG_255693,MMOTH
MG_255694,MMOTH
MG_256775,Gates-UMD
MG_256831,Gates-UMD
MG_256903,Gates-UMD
MG_256968,Gates-UMD
MG_257032,Gates-UMD
MG_261195,Gates-UMD
MG_261275,Gates-UMD
MG_262965,Gates-UMD
MG_262997,Gates-UMD
MG_263077,Gates-UMD
MG_263162,Gates-UMD
MG_263210,Gates-UMD
MG_30_00525_02,ZAPPS
MG_30_00528_02,ZAPPS
MG_30_00532_04,ZAPPS
MG_30_00536_05,ZAPPS
MG_30_00544_05,ZAPPS
MG_30_00545_03,ZAPPS
MG_30_00547_04,ZAPPS
MG_30_00548_02,ZAPPS
MG_30_00553_04,ZAPPS
MG_30_00558_04,ZAPPS
MG_30_00566_04,ZAPPS
MG_30_00568_05,ZAPPS
MG_30_00569_03,ZAPPS
MG_30_00594_02,ZAPPS
MG_30_00595_02,ZAPPS
MG_30_00596_05,ZAPPS
MG_30_00600_05,ZAPPS
MG_30_00609_05,ZAPPS
MG_30_00620_03,ZAPPS
MG_30_04004_02,ZAPPS
MG_30_04009_05,ZAPPS
MG_30_04010_04,ZAPPS
MG_30_04017_02,ZAPPS
MG_30_04023_05,ZAPPS
MG_30_04027_03,ZAPPS
MG_30_04033_03,ZAPPS
MG_30_04034_05,ZAPPS
MG_30_04036_04,ZAPPS
MG_30_04040_03,ZAPPS
MG_30_04043_03,ZAPPS
MG_30_04047_05,ZAPPS
MG_30_04058_05,ZAPPS
MG_30_04065_05,ZAPPS
MG_30_04082_03,ZAPPS
MG_30_04087_05,ZAPPS
MG_30_04088_05,ZAPPS
MG_30_04089_05,ZAPPS
MG_30_04094_03,ZAPPS
MG_30_04101_03,ZAPPS
MG_30_04104_03,ZAPPS
MG_30_04106_03,ZAPPS
MG_30_04107_03,ZAPPS
MG_30_04123_03,ZAPPS
MG_30_04124_03,ZAPPS
MG_30_04127_05,ZAPPS
MG_30_04128_03,ZAPPS
MG_30_04129_03,ZAPPS
MG_30_04135_05,ZAPPS
MG_30_04765_04,ZAPPS
MG_30_04791_02,ZAPPS
MG_30_04801_04,ZAPPS
MG_30_04809_04,ZAPPS
MG_30_04820_02,ZAPPS
MG_30_04911_05,ZAPPS
MG_30_04913_03,ZAPPS
MG_30_04914_05,ZAPPS
MG_30_04916_02,ZAPPS
MG_30_04921_03,ZAPPS
MG_30_04922_03,ZAPPS
MG_30_04934_05,ZAPPS
MG_30_04945_04,ZAPPS
MG_30_04950_02,ZAPPS
MG_30_05256_02,ZAPPS
MG_30_05260_05,ZAPPS
MG_30_05263_02,ZAPPS
MG_30_05293_04,ZAPPS
MG_30_05297_03,ZAPPS
MG_30_05298_04,ZAPPS
MG_30_05326_04,ZAPPS
MG_30_05331_04,ZAPPS
MG_30_05336_03,ZAPPS
MG_30_05434_02,ZAPPS
MG_30_05438_03,ZAPPS
MG_30_05443_04,ZAPPS
MG_30_05445_02,ZAPPS
MG_30_05449_04,ZAPPS
MG_30_05454_03,ZAPPS
MG_30_05455_04,ZAPPS
MG_30_05459_03,ZAPPS
MG_30_05474_05,ZAPPS
MG_30_05476_05,ZAPPS
MG_30_05477_04,ZAPPS
MG_30_05483_03,ZAPPS
MG_30_05486_03,ZAPPS
MG_30_05494_05,ZAPPS
MG_30_05509_02,ZAPPS
MG_30_05781_02,ZAPPS
MG_30_05792_02,ZAPPS
MG_30_05825_04,ZAPPS
MG_30_05842_03,ZAPPS
MG_30_05851_04B,ZAPPS
MG_30_05865_03,ZAPPS
MG_30_05890_04,ZAPPS
MG_30_05911_05,ZAPPS
MG_30_05932_02,ZAPPS
MG_30_05945_02,ZAPPS
MG_30_06667_05,ZAPPS
MG_30_06676_04,ZAPPS
MG_30_06699_04,ZAPPS
MG_30_06700_02,ZAPPS
MG_30_06948_04,ZAPPS
MG_30_06956_04,ZAPPS
MG_30_06963_02,ZAPPS
MG_30_06978_03,ZAPPS
MG_30_06987_03,ZAPPS
MG_30_07066_02,ZAPPS
MG_30_07086_05,ZAPPS
MG_30_07096_05,ZAPPS
MG_30_07097_02,ZAPPS
MG_30_07639_02,ZAPPS
MG_30_07641_02B,ZAPPS
MG_30_07648_05,ZAPPS
MG_30_07655_02,ZAPPS
MG_30_07669_03,ZAPPS
MG_30_07683_04,ZAPPS
MG_30_07724_04,ZAPPS
MG_30_07728_03,ZAPPS
MG_30_08151_03,ZAPPS
MG_30_08160_04,ZAPPS
MG_30_08171_02,ZAPPS
MG_30_08185_03,ZAPPS
MG_30_08187_02,ZAPPS
MG_30_08193_05,ZAPPS
MG_30_08200_03,ZAPPS
MG_30_08209_03,ZAPPS
MG_30_08210_04,ZAPPS
MG_30_08211_02,ZAPPS
MG_30_08220_03,ZAPPS
MG_30_08479_03,ZAPPS
MG_30_08480_05,ZAPPS
MG_30_08485_04,ZAPPS
MG_30_08488_04,ZAPPS
MG_30_08501_03,ZAPPS
MG_30_08532_02,ZAPPS
MG_30_08582_02,ZAPPS
MG_30_08604_03,ZAPPS
MG_30_08623_03,ZAPPS
MG_30_08639_05,ZAPPS
MG_30_08640_05,ZAPPS
MG_30_08662_03,ZAPPS
MG_30_09057_03,ZAPPS
MG_30_09062_03,ZAPPS
MG_30_09070_03,ZAPPS
MG_30_09071_04,ZAPPS
MG_30_09077_04,ZAPPS
MG_30_09089_04,ZAPPS
MG_30_09094_03,ZAPPS
MG_30_09099_05,ZAPPS
MG_30_09101_05,ZAPPS
MG_30_09107_05,ZAPPS
MG_30_09121_03,ZAPPS
MG_30_10078_03,ZAPPS
MG_30_10088_03,ZAPPS
MG_30_10109_02,ZAPPS
MG_30_10160_02,ZAPPS
MG_30_10165_02,ZAPPS
MG_30_10174_04,ZAPPS
MG_30_10191_03,ZAPPS
MG_30_10193_03B,ZAPPS
MG_30_10240_05,ZAPPS
MG_30_10245_05,ZAPPS
MG_30_10302_05,ZAPPS
MG_30_10305_02,ZAPPS
MG_30_10317_05,ZAPPS
MG_30_10318_02B,ZAPPS
MG_30_10537_02,ZAPPS
MG_30_10546_04,ZAPPS
MG_30_10561_03,ZAPPS
MG_30_10563_03,ZAPPS
MG_30_10566_05,ZAPPS
MG_30_10572_05,ZAPPS
MG_30_10597_05,ZAPPS
MG_30_10617_05,ZAPPS
MG_30_10621_05,ZAPPS
MG_30_10660_05,ZAPPS
MG_30_10693_02,ZAPPS
MG_30_10697_04,ZAPPS
MG_30_10710_04,ZAPPS
