sampleID,Project
MG_30_11411_04,ZAPPS
MG_30_11432_03,ZAPPS
MG_30_11452_03,ZAPPS
MG_30_11459_03,ZAPPS
MG_30_11495_03,ZAPPS
MG_30_11517_02,ZAPPS
MG_30_11552_03,ZAPPS
MG_30_12189_03,ZAPPS
MG_30_12191_03B,ZAPPS
MG_30_12227_05,ZAPPS
MG_30_12231_03,ZAPPS
MG_30_12233_05,ZAPPS
MG_30_12270_05,ZAPPS
MG_30_12554_04,ZAPPS
MG_30_12557_04,ZAPPS
MG_30_12558_03,ZAPPS
MG_30_12564_03,ZAPPS
MG_30_12578_04,ZAPPS
MG_30_12584_04,ZAPPS
MG_30_12585_04,ZAPPS
MG_30_12586_04,ZAPPS
MG_30_12587_03,ZAPPS
MG_30_12594_02,ZAPPS
MG_30_12613_02,ZAPPS
MG_30_12615_03,ZAPPS
MG_30_13172_05,ZAPPS
MG_30_13175_04,ZAPPS
MG_30_13177_03,ZAPPS
MG_30_13179_05,ZAPPS
MG_30_13196_05,ZAPPS
MG_30_13199_05,ZAPPS
MG_30_13200_03,ZAPPS
MG_30_13268_03,ZAPPS
MG_30_13272_02,ZAPPS
MG_30_13273_05,ZAPPS
MG_30_13274_05,ZAPPS
MG_30_13282_05,ZAPPS
MG_30_13283_05,ZAPPS
MG_30_13307_04,ZAPPS
MG_30_13314_02,ZAPPS
MG_30_13329_04,ZAPPS
MG_30_13348_05,ZAPPS
MG_30_13827_03,ZAPPS
MG_30_13828_03,ZAPPS
MG_30_13863_03,ZAPPS
MG_30_13866_03,ZAPPS
MG_30_13871_04,ZAPPS
MG_30_13875_03,ZAPPS
MG_30_13876_03,ZAPPS
MG_30_13879_02,ZAPPS
MG_30_13881_03,ZAPPS
MG_30_13885_05,ZAPPS
MG_30_13886_03,ZAPPS
MG_30_13890_05,ZAPPS
MG_30_13896_03,ZAPPS
MG_30_13905_03,ZAPPS
MG_30_13917_02,ZAPPS
MG_30_14391_05,ZAPPS
MG_30_14400_05,ZAPPS
MG_30_14403_04,ZAPPS
MG_30_14407_05,ZAPPS
MG_30_14415_03,ZAPPS
MG_30_14416_03,ZAPPS
MG_30_14417_05,ZAPPS
MG_30_14418_03,ZAPPS
MG_30_14429_05,ZAPPS
MG_30_14434_03,ZAPPS
MG_30_14437_05,ZAPPS
MG_30_14444_03,ZAPPS
MG_30_14450_05,ZAPPS
MG_30_14458_05,ZAPPS
MG_30_15242_02,ZAPPS
MG_30_15243_05,ZAPPS
MG_30_15250_03,ZAPPS
MG_30_15254_02,ZAPPS
MG_30_15276_03,ZAPPS
MG_30_15282_02,ZAPPS
MG_30_15300_02,ZAPPS
MG_30_15311_02,ZAPPS
MG_30_16231_04,ZAPPS
MG_30_16239_02,ZAPPS
MG_30_16241_03,ZAPPS
MG_30_16242_05,ZAPPS
MG_30_16253_04,ZAPPS
MG_30_16279_02,ZAPPS
MG_30_16308_02,ZAPPS
MG_30_16318_03,ZAPPS
MG_30_16506_03,ZAPPS
MG_30_16514_05,ZAPPS
MG_30_16529_02,ZAPPS
MG_30_16558_02,ZAPPS
MG_30_16564_05,ZAPPS
MG_30_16565_03,ZAPPS
MG_30_17792_02,ZAPPS
MG_30_17796_04,ZAPPS
MG_30_17806_05,ZAPPS
MG_30_17819_04,ZAPPS
MG_339011,STING
MG_339043,STING
MG_339075,STING
MG_339107,STING
MG_339139,STING
MG_339171,STING
MG_339203,STING
MG_339235,STING
MG_339267,LSVF
MG_339299,STING
MG_339331,STING
MG_339363,STING
MG_339395,STING
MG_339427,STING
MG_339459,STING
MG_339491,STING
MG_339523,STING
MG_339555,STING
MG_339587,STING
MG_339619,STING
MG_339651,STING
MG_339683,STING
MG_339715,STING
MG_339747,STING
MG_339779,STING
MG_339811,STING
MG_339843,STING
MG_339875,LSVF
MG_339907,STING
MG_339939,STING
MG_339971,STING
MG_340003,STING
MG_340035,STING
MG_340067,STING
MG_340099,STING
MG_340131,STING
MG_340163,STING
MG_340195,STING
MG_340227,STING
MG_340259,STING
MG_340291,STING
MG_340323,STING
MG_340355,STING
MG_340387,STING
MG_340419,STING
MG_340483,STING
MG_340515,STING
MG_340547,STING
MG_340579,STING
MG_340595,STING
MG_340646,STING
MG_340663,STING
MG_340680,STING
MG_340697,STING
MG_340748,STING
MG_340765,LSVF
MG_340782,LSVF
MG_340816,LSVF
MG_340850,LSVF
MG_340884,LSVF
MG_340901,STING
MG_340918,LSVF
MG_340935,STING
MG_340969,STING
MG_340986,STING
MG_341003,STING
MG_341037,STING
MG_341071,STING
MG_341088,STING
MG_341105,STING
MG_341122,STING
MG_341139,LSVF
MG_341156,LSVF
MG_341190,LSVF
MG_341224,STING
MG_341241,STING
MG_341258,LSVF
MG_341275,STING
MG_341326,LSVF
MG_341377,STING
MG_341394,STING
MG_341411,STING
MG_341428,STING
MG_4001201139,Gates-Stanford
MG_4001201189,Gates-Stanford
MG_4001201299,Gates-Stanford
MG_4001701169,Gates-Stanford
MG_4001701289,Gates-Stanford
MG_4003101299,Gates-Stanford
MG_4003101359,Gates-Stanford
MG_4003901219,Gates-Stanford
MG_4003901259,Gates-Stanford
MG_4003901309,Gates-Stanford
MG_4003901359,Gates-Stanford
MG_4003901409,Gates-Stanford
MG_4004001199,Gates-Stanford
MG_4004001239,Gates-Stanford
MG_4004001279,Gates-Stanford
MG_4004001329,Gates-Stanford
MG_4004001379,Gates-Stanford
MG_4004101369,Gates-Stanford
MG_4005501299,Gates-Stanford
MG_4005501399,Gates-Stanford
MG_4005701209,Gates-Stanford
MG_4005701249,Gates-Stanford
MG_4005701299,Gates-Stanford
MG_4005701349,Gates-Stanford
MG_4005701389,Gates-Stanford
MG_4006001189,Gates-Stanford
MG_4006001209,Gates-Stanford
MG_4006001239,Gates-Stanford
MG_4006001379,Gates-Stanford
MG_4006201179,Gates-Stanford
MG_4006201229,Gates-Stanford
MG_4006201279,Gates-Stanford
MG_4006201329,Gates-Stanford
MG_4006201399,Gates-Stanford
MG_4006301189,Gates-Stanford
MG_4006301229,Gates-Stanford
MG_4006301259,VMRC
MG_4006301339,Gates-Stanford
MG_4006701249,Gates-Stanford
MG_4006801179,Gates-Stanford
MG_4006801249,Gates-Stanford
MG_4006801269,Gates-Stanford
MG_4006801319,Gates-Stanford
MG_4006801359,VMRC
MG_4007601189,Gates-Stanford
MG_4007601239,Gates-Stanford
MG_4007601259,Gates-Stanford
MG_4007601279,Gates-Stanford
MG_4007601359,Gates-Stanford
MG_4007701189,Gates-Stanford
MG_4007701229,Gates-Stanford
MG_4007801189,Gates-Stanford
MG_4007801239,Gates-Stanford
MG_4007801279,Gates-Stanford
MG_4007801309,Gates-Stanford
MG_4007801349,Gates-Stanford
MG_4008001179,Gates-Stanford
MG_4008001269,Gates-Stanford
MG_4008001369,VMRC
MG_4008201229,Gates-Stanford
MG_4008201299,Gates-Stanford
MG_4008201359,Gates-Stanford
MG_4008201389,VMRC
MG_4008301179,Gates-Stanford
MG_4008301189,Gates-Stanford
MG_4008301219,Gates-Stanford
MG_4008301269,Gates-Stanford
MG_4008301279,Gates-Stanford
MG_4008501209,Gates-Stanford
MG_4008501249,Gates-Stanford
MG_4008501299,Gates-Stanford
MG_4008501339,Gates-Stanford
MG_4008501389,Gates-Stanford
MG_4008701169,Gates-Stanford
MG_4008701229,Gates-Stanford
MG_4008701279,Gates-Stanford
MG_4008701329,Gates-Stanford
MG_4008701379,Gates-Stanford
MG_4008801239,Gates-Stanford
MG_4008801259,Gates-Stanford
MG_4008801269,Gates-Stanford
MG_4008801279,Gates-Stanford
MG_4008801299,Gates-Stanford
MG_4008901169,Gates-Stanford
MG_4008901219,Gates-Stanford
MG_4008901269,Gates-Stanford
MG_4009001179,Gates-Stanford
MG_4009001219,VMRC
MG_4009001259,Gates-Stanford
MG_4009901279,Gates-Stanford
MG_4009901309,Gates-Stanford
MG_4009901339,Gates-Stanford
MG_4009901359,VMRC
MG_4010001169,Gates-Stanford
MG_4010001229,Gates-Stanford
MG_4010001279,Gates-Stanford
MG_4010001319,Gates-Stanford
MG_4010001379,Gates-Stanford
MG_4010101169,Gates-Stanford
MG_4010101219,Gates-Stanford
MG_4010101259,Gates-Stanford
MG_4010101289,Gates-Stanford
MG_4010101319,Gates-Stanford
MG_433788,STING
MG_433819,STING
MG_433850,STING
MG_433881,STING
MG_433912,STING
MG_433943,STING
MG_434005,STING
MG_434036,STING
MG_434067,STING
MG_434098,STING
MG_434160,STING
MG_434191,STING
MG_434222,STING
MG_434253,STING
MG_434284,STING
MG_434315,STING
MG_434346,STING
MG_434377,STING
MG_434470,STING
MG_434501,STING
MG_434532,STING
MG_434563,STING
MG_434625,STING
MG_434656,STING
MG_435357,STING
MG_435374,STING
MG_435391,STING
MG_435442,STING
MG_435459,STING
MG_435493,STING
MG_435510,STING
MG_435629,STING
MG_435663,STING
MG_4905201199,Gates-Stanford
MG_4905201399,Gates-Stanford
MG_4907301169,Gates-Stanford
MG_4907301219,Gates-Stanford
MG_4907301259,Gates-Stanford
MG_4907301309,Gates-Stanford
MG_4907301369,Gates-Stanford
MG_FB04014209,Gates-Stanford
MG_UAB002_W10D4_181150,Symptoms
MG_UAB002_W8D4_181086,Symptoms
MG_UAB002_W9D7_181134,Symptoms
MG_UAB0135_W1D1_228762,Symptoms
MG_UAB0135_W1D3_228770,Symptoms
MG_UAB0135_W1D6_228782,Symptoms
MG_UAB0135_W2D2_228798,Symptoms
MG_UAB0135_W2D4_228806,Symptoms
MG_UAB0135_W2D6_228814,Symptoms
MG_UAB053_W1D2_195635,Symptoms
MG_UAB053_W1D6_195652,Symptoms
MG_UAB053_W3D6_195716,Symptoms
MG_UAB053_W3D7_195724,Symptoms
MG_UAB061_W2D3_199362,Symptoms
MG_UAB061_W2D6_199375,Symptoms
MG_UAB061_W3D1_199387,Symptoms
MG_UAB061_W3D4_199398,Symptoms
MG_UAB061_W3D6_199406,Symptoms
MG_UAB065_W2D5_200718,Symptoms
MG_UAB065_W3D3_200743,Symptoms
MG_UAB065_W3D5_200750,Symptoms
MG_UAB065_W3D7_200763,Symptoms
MG_UAB065_W4D2_200770,Symptoms
NMH1,Irish
NMH10,Irish
NMH11,Irish
NMH12,Irish
NMH13,Irish
NMH14,Irish
NMH15,Irish
NMH16,Irish
NMH17,Irish
NMH18,Irish
NMH2,Irish
NMH20,Irish
NMH22,Irish
NMH23,Irish
NMH24,Irish
NMH27,Irish
NMH28,Irish
NMH29,Irish
NMH30,Irish
NMH31,Irish
NMH32,Irish
NMH33,Irish
NMH34,Irish
NMH35,Irish
NMH36,Irish
NMH37,Irish
NMH38,Irish
NMH39,Irish
NMH4,Irish
NMH41,Irish
NMH42,Irish
NMH43,Irish
NMH44,Irish
NMH45,Irish
NMH47,Irish
NMH48,Irish
NMH49,Irish
NMH5,Irish
NMH50,Irish
NMH51,Irish
NMH52,Irish
NMH53,Irish
NMH56,Irish
NMH57,Irish
NMH58,Irish
NMH59,Irish
NMH6,Irish
NMH60,Irish
NMH61,Irish
NMH62,Irish
NMH63,Irish
NMH64,Irish
NMH65,Irish
NMH66,Irish
NMH67,Irish
NMH68,Irish
NMH69,Irish
NMH7,Irish
NMH70,Irish
NMH71,Irish
NMH72,Irish
NMH73,Irish
NMH74,Irish
NMH76,Irish
NMH77,Irish
NMH78,Irish
NMH79,Irish
NMH8,Irish
NMH80,Irish
NMH81,Irish
NMH82,Irish
NMH83,Irish
NMH84,Irish
NMH85,Irish
NMH86,Irish
NMH87,Irish
NMH9,Irish
PB003,Irish
PB004,Irish
PB005,Irish
PB007,Irish
PB009,Irish
PB011,Irish
PB013,Irish
PB014,Irish
PB025,Irish
SRR10258541,Chinese
SRR10258542,Chinese
SRR10258543,Chinese
SRR10258544,Chinese
SRR10258545,Chinese
SRR10258546,Chinese
SRR10258547,Chinese
SRR10258548,Chinese
SRR10258549,Chinese
SRR10258550,Chinese
SRR10258551,Chinese
SRR10258552,Chinese
SRR10258553,Chinese
SRR10258554,Chinese
SRR10258555,Chinese
SRR10258556,Chinese
SRR10258557,Chinese
SRR10258558,Chinese
SRR10258560,Chinese
SRR10258561,Chinese
SRR10258562,Chinese
SRR10258563,Chinese
SRR10258564,Chinese
SRR10258565,Chinese
SRR10258566,Chinese
SRR10258567,Chinese
SRR10258568,Chinese
SRR10258569,Chinese
SRR10258570,Chinese
SRR10258571,Chinese
SRR10258572,Chinese
SRR10258574,Chinese
SRR10258575,Chinese
SRR11749262,Chinese
SRR11749263,Chinese
SRR11749264,Chinese
SRR11749265,Chinese
SRR11749266,Chinese
SRR11749267,Chinese
SRR11749268,Chinese
SRR11749269,Chinese
SRR11749270,Chinese
SRR11749271,Chinese
SRR11749272,Chinese
SRR11749273,Chinese
SRR11749274,Chinese
SRR11749275,Chinese
SRR11749276,Chinese
SRR11749277,Chinese
SRR11749278,Chinese
SRR11749279,Chinese
SRR11749280,Chinese
SRR11749281,Chinese
SRR11749282,Chinese
SRR11749283,Chinese
SRR11749284,Chinese
SRR11749285,Chinese
SRR11749286,Chinese
SRR11749287,Chinese
SRR11749288,Chinese
SRR11749289,Chinese
SRR11749290,Chinese
SRR11749291,Chinese
SRR11749292,Chinese
SRR18765384,FIJI
SRR18765387,FIJI
SRR18765391,FIJI
SRR18765392,FIJI
SRR18765393,FIJI
SRR18765395,FIJI
SRR18765396,FIJI
SRR18765398,FIJI
SRR18765399,FIJI
SRR18765400,FIJI
SRR18765402,FIJI
SRR18765403,FIJI
SRR18765405,FIJI
SRR18765406,FIJI
SRR18765408,FIJI
SRR18765409,FIJI
SRR18765412,FIJI
