dtc,meanRelabund,domTaxa,minClusterSize,deepSplit,mgCST,color_mgCST
36,0.1749180965894091,MultiGenera,18,4,38,#8c8c8c
41,0.2599328016356856,MultiGenera,18,4,39,#8c8c8c
39,0.4651729581806886,Lactobacillus_paragasseri_1,18,4,40,#0D4018
13,0.5194123464642768,Limosilactobacillus_oris,18,4,41,#8c8c8c
35,0.6381574880657847,Lactobacillus_mulieris_1,18,4,42,#A16060
29,0.2247344398924468,Cutibacterium_acnes_1,18,4,43,#4C693A
9,0.8405851111556855,Lactobacillus_crispatus_1,19,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,19,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,19,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,19,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,19,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,19,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,19,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,19,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,19,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,19,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,19,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,19,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,19,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,19,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,19,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,19,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,19,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,19,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,19,1,4,#FF4C4C
17,0.8320116122909413,Lactobacillus_crispatus_5,19,1,5,#FF6666
13,0.8724524352608115,Lactobacillus_crispatus_6,19,1,6,#FF7F7F
16,0.7762565985533046,Lactobacillus_crispatus_7,19,1,7,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,19,1,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,19,1,9,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,19,1,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,19,1,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,19,1,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,19,1,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,19,1,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,19,1,15,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,19,1,16,#C7C5E0
1,0.2422917250729616,MultiGenera,19,1,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,19,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,19,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,19,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,19,2,4,#FF4C4C
19,0.8320116122909413,Lactobacillus_crispatus_5,19,2,5,#FF6666
14,0.8724524352608115,Lactobacillus_crispatus_6,19,2,6,#FF7F7F
18,0.7762565985533046,Lactobacillus_crispatus_7,19,2,7,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,19,2,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,19,2,9,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,19,2,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,19,2,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,19,2,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,19,2,13,#FFDEB6
20,0.7592623851065965,Lactobacillus_iners_7,19,2,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,19,2,15,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,19,2,16,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,19,2,17,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,19,2,18,#8E8AC0
1,0.2422917250729616,MultiGenera,19,2,19,#8c8c8c
2,0.4912641602501382,Limosilactobacillus_oris,19,2,20,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,19,3,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,19,3,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,19,3,3,#FF3333
21,0.8175721451739782,Lactobacillus_crispatus_4,19,3,4,#FF4C4C
26,0.8320116122909413,Lactobacillus_crispatus_5,19,3,5,#FF6666
19,0.8724524352608115,Lactobacillus_crispatus_6,19,3,6,#FF7F7F
24,0.7762565985533046,Lactobacillus_crispatus_7,19,3,7,#FF9999
22,0.8615226336749823,Lactobacillus_crispatus_8,19,3,8,#FFB2B2
31,0.6550759289434165,Lactobacillus_gasseri_2,19,3,9,#C2DFA6
10,0.5483186717779636,Lactobacillus_iners_1,19,3,10,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,19,3,11,#FF9C24
15,0.402193724594676,Lactobacillus_iners_2,19,3,12,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,19,3,13,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,19,3,14,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,19,3,15,#FFDEB6
28,0.7592623851065965,Lactobacillus_iners_7,19,3,16,#FFEEDA
5,0.3940245173025669,UBA629_sp005465875_1,19,3,17,#448A73
23,0.3226739570313777,UBA629_sp005465875_3,19,3,18,#8EB8AB
25,0.4103114120141257,UBA629_sp005465875_4,19,3,19,#B4D0C7
20,0.4844488319619967,Gardnerella_vaginalis_2,19,3,20,#C7C5E0
3,0.208977104494153,Gardnerella_vaginalis_C_1,19,3,21,#B9B6D9
16,0.2666854033768036,Gardnerella_swidsinkii_1,19,3,22,#827DBA
18,0.2610554326404734,Gardnerella_swidsinkii_2,19,3,23,#8E8AC0
14,0.241133527856783,Gardnerella_swidsinkii_7,19,3,24,#CDCBE3
29,0.5253343505481927,Gardnerella_piotii_1,19,3,25,#3D3495
2,0.4378478305734926,Bifidobacterium_breve_2,19,3,26,#D5FFD5
1,0.240539396348035,MultiGenera,19,3,27,#8c8c8c
13,0.2033299953033036,MultiGenera,19,3,28,#8c8c8c
30,0.4651729581806886,Lactobacillus_paragasseri_1,19,3,29,#0D4018
17,0.5194123464642768,Limosilactobacillus_oris,19,3,30,#8c8c8c
27,0.6381574880657847,Lactobacillus_mulieris_1,19,3,31,#A16060
8,0.8405851111556855,Lactobacillus_crispatus_1,19,4,1,#FF0000
9,0.8117584386405232,Lactobacillus_crispatus_2,19,4,2,#FF1919
4,0.8643502635506987,Lactobacillus_crispatus_3,19,4,3,#FF3333
22,0.8175721451739782,Lactobacillus_crispatus_4,19,4,4,#FF4C4C
32,0.8320116122909413,Lactobacillus_crispatus_5,19,4,5,#FF6666
18,0.8724524352608115,Lactobacillus_crispatus_6,19,4,6,#FF7F7F
28,0.7762565985533046,Lactobacillus_crispatus_7,19,4,7,#FF9999
23,0.8615226336749823,Lactobacillus_crispatus_8,19,4,8,#FFB2B2
43,0.6550759289434165,Lactobacillus_gasseri_2,19,4,9,#C2DFA6
16,0.6475698222098262,Lactobacillus_iners_1,19,4,10,#FF8C00
33,0.3312067802082639,Lactobacillus_iners_1,19,4,11,#FF8C00
5,0.7769133321298963,Lactobacillus_iners_2,19,4,12,#FF9C24
11,0.402193724594676,Lactobacillus_iners_2,19,4,13,#FF9C24
2,0.6425756127054733,Lactobacillus_iners_4,19,4,14,#FFBD6D
10,0.6485966884851313,Lactobacillus_iners_5,19,4,15,#FFCD91
6,0.6829658559505328,Lactobacillus_iners_6,19,4,16,#FFDEB6
37,0.7592623851065965,Lactobacillus_iners_7,19,4,17,#FFEEDA
3,0.3940245173025669,UBA629_sp005465875_1,19,4,18,#448A73
26,0.3226739570313777,UBA629_sp005465875_3,19,4,19,#8EB8AB
30,0.4103114120141257,UBA629_sp005465875_4,19,4,20,#B4D0C7
24,0.3296438920742154,Gardnerella_vaginalis_1,19,4,21,#908BC2
20,0.4844488319619967,Gardnerella_vaginalis_2,19,4,22,#C7C5E0
15,0.2274848054546407,Gardnerella_vaginalis_C_1,19,4,23,#B9B6D9
34,0.2220211651496204,Gardnerella_vaginalis_C_3,19,4,24,#E7E6F2
31,0.1873846521179547,Gardnerella_vaginalis_F_1,19,4,25,#E3E2EF
19,0.1980253669982367,Gardnerella_vaginalis_H_1,19,4,26,#F1F0F7
12,0.2666854033768036,Gardnerella_swidsinkii_1,19,4,27,#827DBA
17,0.2610554326404734,Gardnerella_swidsinkii_2,19,4,28,#8E8AC0
27,0.2274698763257581,Gardnerella_swidsinkii_6,19,4,29,#C0BEDC
40,0.2418687074376176,Gardnerella_swidsinkii_7,19,4,30,#CDCBE3
42,0.2670057097824053,Gardnerella_swidsinkii_8,19,4,31,#D9D8EA
38,0.5253343505481927,Gardnerella_piotii_1,19,4,32,#3D3495
7,0.5785257818314725,Bifidobacterium_breve_2,19,4,33,#D5FFD5
1,0.2411694137851849,MultiGenera,19,4,34,#8c8c8c
14,0.1909820574107562,MultiGenera,19,4,35,#8c8c8c
21,0.2093265316481618,MultiGenera,19,4,36,#8c8c8c
25,0.1956839869934938,MultiGenera,19,4,37,#8c8c8c
36,0.1749180965894091,MultiGenera,19,4,38,#8c8c8c
41,0.2599328016356856,MultiGenera,19,4,39,#8c8c8c
39,0.4651729581806886,Lactobacillus_paragasseri_1,19,4,40,#0D4018
13,0.5194123464642768,Limosilactobacillus_oris,19,4,41,#8c8c8c
35,0.6381574880657847,Lactobacillus_mulieris_1,19,4,42,#A16060
29,0.2247344398924468,Cutibacterium_acnes_1,19,4,43,#4C693A
9,0.8405851111556855,Lactobacillus_crispatus_1,20,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,20,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,20,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,20,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,20,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,20,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,20,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,20,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,20,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,20,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,20,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,20,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,20,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,20,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,20,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,20,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,20,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,20,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,20,1,4,#FF4C4C
17,0.8320116122909413,Lactobacillus_crispatus_5,20,1,5,#FF6666
13,0.8724524352608115,Lactobacillus_crispatus_6,20,1,6,#FF7F7F
16,0.7762565985533046,Lactobacillus_crispatus_7,20,1,7,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,20,1,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,20,1,9,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,20,1,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,20,1,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,20,1,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,20,1,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,20,1,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,20,1,15,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,20,1,16,#C7C5E0
1,0.2422917250729616,MultiGenera,20,1,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,20,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,20,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,20,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,20,2,4,#FF4C4C
19,0.8320116122909413,Lactobacillus_crispatus_5,20,2,5,#FF6666
14,0.8724524352608115,Lactobacillus_crispatus_6,20,2,6,#FF7F7F
18,0.7762565985533046,Lactobacillus_crispatus_7,20,2,7,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,20,2,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,20,2,9,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,20,2,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,20,2,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,20,2,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,20,2,13,#FFDEB6
20,0.7592623851065965,Lactobacillus_iners_7,20,2,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,20,2,15,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,20,2,16,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,20,2,17,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,20,2,18,#8E8AC0
1,0.2422917250729616,MultiGenera,20,2,19,#8c8c8c
2,0.4912641602501382,Limosilactobacillus_oris,20,2,20,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,20,3,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,20,3,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,20,3,3,#FF3333
21,0.8175721451739782,Lactobacillus_crispatus_4,20,3,4,#FF4C4C
26,0.8320116122909413,Lactobacillus_crispatus_5,20,3,5,#FF6666
19,0.8724524352608115,Lactobacillus_crispatus_6,20,3,6,#FF7F7F
24,0.7762565985533046,Lactobacillus_crispatus_7,20,3,7,#FF9999
22,0.8615226336749823,Lactobacillus_crispatus_8,20,3,8,#FFB2B2
14,0.5474298254545339,Lactobacillus_gasseri_2,20,3,9,#C2DFA6
10,0.5483186717779636,Lactobacillus_iners_1,20,3,10,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,20,3,11,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,20,3,12,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,20,3,13,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,20,3,14,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,20,3,15,#FFDEB6
28,0.7592623851065965,Lactobacillus_iners_7,20,3,16,#FFEEDA
5,0.3940245173025669,UBA629_sp005465875_1,20,3,17,#448A73
23,0.3226739570313777,UBA629_sp005465875_3,20,3,18,#8EB8AB
25,0.4103114120141257,UBA629_sp005465875_4,20,3,19,#B4D0C7
20,0.4844488319619967,Gardnerella_vaginalis_2,20,3,20,#C7C5E0
3,0.208977104494153,Gardnerella_vaginalis_C_1,20,3,21,#B9B6D9
17,0.2666854033768036,Gardnerella_swidsinkii_1,20,3,22,#827DBA
18,0.2610554326404734,Gardnerella_swidsinkii_2,20,3,23,#8E8AC0
15,0.241133527856783,Gardnerella_swidsinkii_7,20,3,24,#CDCBE3
29,0.5253343505481927,Gardnerella_piotii_1,20,3,25,#3D3495
2,0.4378478305734926,Bifidobacterium_breve_2,20,3,26,#D5FFD5
1,0.240539396348035,MultiGenera,20,3,27,#8c8c8c
13,0.2033299953033036,MultiGenera,20,3,28,#8c8c8c
30,0.4651729581806886,Lactobacillus_paragasseri_1,20,3,29,#0D4018
27,0.6381574880657847,Lactobacillus_mulieris_1,20,3,30,#A16060
8,0.8405851111556855,Lactobacillus_crispatus_1,20,4,1,#FF0000
9,0.8117584386405232,Lactobacillus_crispatus_2,20,4,2,#FF1919
4,0.8643502635506987,Lactobacillus_crispatus_3,20,4,3,#FF3333
22,0.8175721451739782,Lactobacillus_crispatus_4,20,4,4,#FF4C4C
32,0.8320116122909413,Lactobacillus_crispatus_5,20,4,5,#FF6666
18,0.8724524352608115,Lactobacillus_crispatus_6,20,4,6,#FF7F7F
28,0.7762565985533046,Lactobacillus_crispatus_7,20,4,7,#FF9999
23,0.8615226336749823,Lactobacillus_crispatus_8,20,4,8,#FFB2B2
11,0.5474298254545339,Lactobacillus_gasseri_2,20,4,9,#C2DFA6
16,0.6475698222098262,Lactobacillus_iners_1,20,4,10,#FF8C00
33,0.3312067802082639,Lactobacillus_iners_1,20,4,11,#FF8C00
5,0.7769133321298963,Lactobacillus_iners_2,20,4,12,#FF9C24
12,0.402193724594676,Lactobacillus_iners_2,20,4,13,#FF9C24
2,0.6425756127054733,Lactobacillus_iners_4,20,4,14,#FFBD6D
10,0.6485966884851313,Lactobacillus_iners_5,20,4,15,#FFCD91
6,0.6829658559505328,Lactobacillus_iners_6,20,4,16,#FFDEB6
37,0.7592623851065965,Lactobacillus_iners_7,20,4,17,#FFEEDA
3,0.3940245173025669,UBA629_sp005465875_1,20,4,18,#448A73
26,0.3226739570313777,UBA629_sp005465875_3,20,4,19,#8EB8AB
30,0.4103114120141257,UBA629_sp005465875_4,20,4,20,#B4D0C7
24,0.3296438920742154,Gardnerella_vaginalis_1,20,4,21,#908BC2
20,0.4844488319619967,Gardnerella_vaginalis_2,20,4,22,#C7C5E0
15,0.2274848054546407,Gardnerella_vaginalis_C_1,20,4,23,#B9B6D9
34,0.2220211651496204,Gardnerella_vaginalis_C_3,20,4,24,#E7E6F2
31,0.1873846521179547,Gardnerella_vaginalis_F_1,20,4,25,#E3E2EF
19,0.1980253669982367,Gardnerella_vaginalis_H_1,20,4,26,#F1F0F7
13,0.2666854033768036,Gardnerella_swidsinkii_1,20,4,27,#827DBA
17,0.2610554326404734,Gardnerella_swidsinkii_2,20,4,28,#8E8AC0
27,0.2274698763257581,Gardnerella_swidsinkii_6,20,4,29,#C0BEDC
40,0.2418687074376176,Gardnerella_swidsinkii_7,20,4,30,#CDCBE3
42,0.2670057097824053,Gardnerella_swidsinkii_8,20,4,31,#D9D8EA
38,0.5253343505481927,Gardnerella_piotii_1,20,4,32,#3D3495
7,0.5785257818314725,Bifidobacterium_breve_2,20,4,33,#D5FFD5
1,0.2411694137851849,MultiGenera,20,4,34,#8c8c8c
14,0.1909820574107562,MultiGenera,20,4,35,#8c8c8c
21,0.2093265316481618,MultiGenera,20,4,36,#8c8c8c
25,0.1956839869934938,MultiGenera,20,4,37,#8c8c8c
36,0.1749180965894091,MultiGenera,20,4,38,#8c8c8c
41,0.2599328016356856,MultiGenera,20,4,39,#8c8c8c
39,0.4651729581806886,Lactobacillus_paragasseri_1,20,4,40,#0D4018
35,0.6381574880657847,Lactobacillus_mulieris_1,20,4,41,#A16060
29,0.2247344398924468,Cutibacterium_acnes_1,20,4,42,#4C693A
9,0.8405851111556855,Lactobacillus_crispatus_1,21,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,21,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,21,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,21,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,21,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,21,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,21,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,21,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,21,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,21,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,21,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,21,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,21,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,21,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,21,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,21,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,21,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,21,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,21,1,4,#FF4C4C
17,0.8320116122909413,Lactobacillus_crispatus_5,21,1,5,#FF6666
13,0.8724524352608115,Lactobacillus_crispatus_6,21,1,6,#FF7F7F
16,0.7762565985533046,Lactobacillus_crispatus_7,21,1,7,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,21,1,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,21,1,9,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,21,1,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,21,1,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,21,1,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,21,1,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,21,1,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,21,1,15,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,21,1,16,#C7C5E0
1,0.2422917250729616,MultiGenera,21,1,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,21,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,21,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,21,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,21,2,4,#FF4C4C
19,0.8320116122909413,Lactobacillus_crispatus_5,21,2,5,#FF6666
14,0.8724524352608115,Lactobacillus_crispatus_6,21,2,6,#FF7F7F
18,0.7762565985533046,Lactobacillus_crispatus_7,21,2,7,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,21,2,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,21,2,9,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,21,2,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,21,2,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,21,2,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,21,2,13,#FFDEB6
20,0.7592623851065965,Lactobacillus_iners_7,21,2,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,21,2,15,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,21,2,16,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,21,2,17,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,21,2,18,#8E8AC0
1,0.2422917250729616,MultiGenera,21,2,19,#8c8c8c
2,0.4912641602501382,Limosilactobacillus_oris,21,2,20,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,21,3,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,21,3,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,21,3,3,#FF3333
21,0.8175721451739782,Lactobacillus_crispatus_4,21,3,4,#FF4C4C
26,0.8320116122909413,Lactobacillus_crispatus_5,21,3,5,#FF6666
19,0.8724524352608115,Lactobacillus_crispatus_6,21,3,6,#FF7F7F
24,0.7762565985533046,Lactobacillus_crispatus_7,21,3,7,#FF9999
22,0.8615226336749823,Lactobacillus_crispatus_8,21,3,8,#FFB2B2
14,0.5474298254545339,Lactobacillus_gasseri_2,21,3,9,#C2DFA6
10,0.5483186717779636,Lactobacillus_iners_1,21,3,10,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,21,3,11,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,21,3,12,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,21,3,13,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,21,3,14,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,21,3,15,#FFDEB6
28,0.7592623851065965,Lactobacillus_iners_7,21,3,16,#FFEEDA
5,0.3940245173025669,UBA629_sp005465875_1,21,3,17,#448A73
23,0.3226739570313777,UBA629_sp005465875_3,21,3,18,#8EB8AB
25,0.4103114120141257,UBA629_sp005465875_4,21,3,19,#B4D0C7
20,0.4844488319619967,Gardnerella_vaginalis_2,21,3,20,#C7C5E0
3,0.208977104494153,Gardnerella_vaginalis_C_1,21,3,21,#B9B6D9
17,0.2666854033768036,Gardnerella_swidsinkii_1,21,3,22,#827DBA
18,0.2610554326404734,Gardnerella_swidsinkii_2,21,3,23,#8E8AC0
15,0.241133527856783,Gardnerella_swidsinkii_7,21,3,24,#CDCBE3
29,0.5253343505481927,Gardnerella_piotii_1,21,3,25,#3D3495
2,0.4378478305734926,Bifidobacterium_breve_2,21,3,26,#D5FFD5
1,0.240539396348035,MultiGenera,21,3,27,#8c8c8c
13,0.2033299953033036,MultiGenera,21,3,28,#8c8c8c
30,0.4651729581806886,Lactobacillus_paragasseri_1,21,3,29,#0D4018
27,0.6381574880657847,Lactobacillus_mulieris_1,21,3,30,#A16060
8,0.8405851111556855,Lactobacillus_crispatus_1,21,4,1,#FF0000
9,0.8117584386405232,Lactobacillus_crispatus_2,21,4,2,#FF1919
4,0.8643502635506987,Lactobacillus_crispatus_3,21,4,3,#FF3333
24,0.8175721451739782,Lactobacillus_crispatus_4,21,4,4,#FF4C4C
32,0.8320116122909413,Lactobacillus_crispatus_5,21,4,5,#FF6666
20,0.8724524352608115,Lactobacillus_crispatus_6,21,4,6,#FF7F7F
28,0.7762565985533046,Lactobacillus_crispatus_7,21,4,7,#FF9999
25,0.8615226336749823,Lactobacillus_crispatus_8,21,4,8,#FFB2B2
11,0.5474298254545339,Lactobacillus_gasseri_2,21,4,9,#C2DFA6
16,0.6475698222098262,Lactobacillus_iners_1,21,4,10,#FF8C00
33,0.3312067802082639,Lactobacillus_iners_1,21,4,11,#FF8C00
5,0.7769133321298963,Lactobacillus_iners_2,21,4,12,#FF9C24
12,0.402193724594676,Lactobacillus_iners_2,21,4,13,#FF9C24
2,0.6425756127054733,Lactobacillus_iners_4,21,4,14,#FFBD6D
10,0.6485966884851313,Lactobacillus_iners_5,21,4,15,#FFCD91
6,0.6829658559505328,Lactobacillus_iners_6,21,4,16,#FFDEB6
37,0.7592623851065965,Lactobacillus_iners_7,21,4,17,#FFEEDA
3,0.3940245173025669,UBA629_sp005465875_1,21,4,18,#448A73
27,0.3226739570313777,UBA629_sp005465875_3,21,4,19,#8EB8AB
30,0.4103114120141257,UBA629_sp005465875_4,21,4,20,#B4D0C7
18,0.3071564435456574,Gardnerella_vaginalis_1,21,4,21,#908BC2
22,0.4844488319619967,Gardnerella_vaginalis_2,21,4,22,#C7C5E0
15,0.2274848054546407,Gardnerella_vaginalis_C_1,21,4,23,#B9B6D9
34,0.2220211651496204,Gardnerella_vaginalis_C_3,21,4,24,#E7E6F2
31,0.1873846521179547,Gardnerella_vaginalis_F_1,21,4,25,#E3E2EF
21,0.1980253669982367,Gardnerella_vaginalis_H_1,21,4,26,#F1F0F7
13,0.2666854033768036,Gardnerella_swidsinkii_1,21,4,27,#827DBA
17,0.2610554326404734,Gardnerella_swidsinkii_2,21,4,28,#8E8AC0
40,0.2418687074376176,Gardnerella_swidsinkii_7,21,4,29,#CDCBE3
19,0.2408718537686894,Gardnerella_swidsinkii_8,21,4,30,#D9D8EA
