dtc,meanRelabund,domTaxa,minClusterSize,deepSplit,mgCST,color_mgCST
16,0.8175721451739782,Lactobacillus_crispatus_4,27,2,4,#FF4C4C
19,0.8320116122909413,Lactobacillus_crispatus_5,27,2,5,#FF6666
14,0.8724524352608115,Lactobacillus_crispatus_6,27,2,6,#FF7F7F
18,0.7762565985533046,Lactobacillus_crispatus_7,27,2,7,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,27,2,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,27,2,9,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,27,2,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,27,2,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,27,2,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,27,2,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,27,2,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,27,2,15,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,27,2,16,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,27,2,17,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,27,2,18,#8E8AC0
1,0.2422917250729616,MultiGenera,27,2,19,#8c8c8c
10,0.8405851111556855,Lactobacillus_crispatus_1,27,3,1,#FF0000
13,0.8117584386405232,Lactobacillus_crispatus_2,27,3,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,27,3,3,#FF3333
21,0.8175721451739782,Lactobacillus_crispatus_4,27,3,4,#FF4C4C
26,0.8320116122909413,Lactobacillus_crispatus_5,27,3,5,#FF6666
19,0.8724524352608115,Lactobacillus_crispatus_6,27,3,6,#FF7F7F
24,0.7762565985533046,Lactobacillus_crispatus_7,27,3,7,#FF9999
22,0.8615226336749823,Lactobacillus_crispatus_8,27,3,8,#FFB2B2
12,0.5483186717779636,Lactobacillus_iners_1,27,3,9,#FF8C00
8,0.7769133321298963,Lactobacillus_iners_2,27,3,10,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,27,3,11,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,27,3,12,#FFBD6D
14,0.6485966884851313,Lactobacillus_iners_5,27,3,13,#FFCD91
9,0.6829658559505328,Lactobacillus_iners_6,27,3,14,#FFDEB6
6,0.5912572515894434,Lactobacillus_iners_7,27,3,15,#FFEEDA
5,0.3940245173025669,UBA629_sp005465875_1,27,3,16,#448A73
23,0.3226739570313777,UBA629_sp005465875_3,27,3,17,#8EB8AB
25,0.4103114120141257,UBA629_sp005465875_4,27,3,18,#B4D0C7
20,0.4844488319619967,Gardnerella_vaginalis_2,27,3,19,#C7C5E0
3,0.208977104494153,Gardnerella_vaginalis_C_1,27,3,20,#B9B6D9
17,0.2666854033768036,Gardnerella_swidsinkii_1,27,3,21,#827DBA
18,0.2610554326404734,Gardnerella_swidsinkii_2,27,3,22,#8E8AC0
11,0.3045958474869036,Gardnerella_piotii_1,27,3,23,#3D3495
1,0.240539396348035,MultiGenera,27,3,24,#8c8c8c
15,0.2033299953033036,MultiGenera,27,3,25,#8c8c8c
2,0.4411382909659821,Lactobacillus_paragasseri_1,27,3,26,#0D4018
27,0.6381574880657847,Lactobacillus_mulieris_1,27,3,27,#A16060
9,0.8405851111556855,Lactobacillus_crispatus_1,27,4,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,27,4,2,#FF1919
5,0.8643502635506987,Lactobacillus_crispatus_3,27,4,3,#FF3333
25,0.8175721451739782,Lactobacillus_crispatus_4,27,4,4,#FF4C4C
32,0.8320116122909413,Lactobacillus_crispatus_5,27,4,5,#FF6666
21,0.8724524352608115,Lactobacillus_crispatus_6,27,4,6,#FF7F7F
29,0.7762565985533046,Lactobacillus_crispatus_7,27,4,7,#FF9999
26,0.8615226336749823,Lactobacillus_crispatus_8,27,4,8,#FFB2B2
17,0.6475698222098262,Lactobacillus_iners_1,27,4,9,#FF8C00
33,0.3312067802082639,Lactobacillus_iners_1,27,4,10,#FF8C00
6,0.7769133321298963,Lactobacillus_iners_2,27,4,11,#FF9C24
13,0.402193724594676,Lactobacillus_iners_2,27,4,12,#FF9C24
2,0.6425756127054733,Lactobacillus_iners_4,27,4,13,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,27,4,14,#FFCD91
7,0.6829658559505328,Lactobacillus_iners_6,27,4,15,#FFDEB6
4,0.5912572515894434,Lactobacillus_iners_7,27,4,16,#FFEEDA
3,0.3940245173025669,UBA629_sp005465875_1,27,4,17,#448A73
28,0.3226739570313777,UBA629_sp005465875_3,27,4,18,#8EB8AB
30,0.4103114120141257,UBA629_sp005465875_4,27,4,19,#B4D0C7
19,0.3071564435456574,Gardnerella_vaginalis_1,27,4,20,#908BC2
23,0.4844488319619967,Gardnerella_vaginalis_2,27,4,21,#C7C5E0
16,0.2274848054546407,Gardnerella_vaginalis_C_1,27,4,22,#B9B6D9
34,0.2220211651496204,Gardnerella_vaginalis_C_3,27,4,23,#E7E6F2
31,0.1873846521179547,Gardnerella_vaginalis_F_1,27,4,24,#E3E2EF
22,0.1980253669982367,Gardnerella_vaginalis_H_1,27,4,25,#F1F0F7
14,0.2666854033768036,Gardnerella_swidsinkii_1,27,4,26,#827DBA
18,0.2610554326404734,Gardnerella_swidsinkii_2,27,4,27,#8E8AC0
10,0.3045958474869036,Gardnerella_piotii_1,27,4,28,#3D3495
8,0.5785257818314725,Bifidobacterium_breve_2,27,4,29,#D5FFD5
1,0.2411694137851849,MultiGenera,27,4,30,#8c8c8c
15,0.1909820574107562,MultiGenera,27,4,31,#8c8c8c
24,0.2093265316481618,MultiGenera,27,4,32,#8c8c8c
27,0.1956839869934938,MultiGenera,27,4,33,#8c8c8c
36,0.1749180965894091,MultiGenera,27,4,34,#8c8c8c
20,0.3184647097336259,Lactobacillus_paragasseri_1,27,4,35,#0D4018
35,0.6381574880657847,Lactobacillus_mulieris_1,27,4,36,#A16060
9,0.8405851111556855,Lactobacillus_crispatus_1,28,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,28,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,28,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,28,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,28,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,28,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,28,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,28,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,28,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,28,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,28,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,28,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,28,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,28,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,28,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,28,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,28,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,28,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,28,1,4,#FF4C4C
17,0.8320116122909413,Lactobacillus_crispatus_5,28,1,5,#FF6666
13,0.8724524352608115,Lactobacillus_crispatus_6,28,1,6,#FF7F7F
16,0.7762565985533046,Lactobacillus_crispatus_7,28,1,7,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,28,1,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,28,1,9,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,28,1,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,28,1,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,28,1,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,28,1,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,28,1,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,28,1,15,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,28,1,16,#C7C5E0
1,0.2422917250729616,MultiGenera,28,1,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,28,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,28,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,28,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,28,2,4,#FF4C4C
19,0.8320116122909413,Lactobacillus_crispatus_5,28,2,5,#FF6666
14,0.8724524352608115,Lactobacillus_crispatus_6,28,2,6,#FF7F7F
18,0.7762565985533046,Lactobacillus_crispatus_7,28,2,7,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,28,2,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,28,2,9,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,28,2,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,28,2,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,28,2,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,28,2,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,28,2,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,28,2,15,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,28,2,16,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,28,2,17,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,28,2,18,#8E8AC0
1,0.2422917250729616,MultiGenera,28,2,19,#8c8c8c
10,0.8405851111556855,Lactobacillus_crispatus_1,28,3,1,#FF0000
13,0.8117584386405232,Lactobacillus_crispatus_2,28,3,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,28,3,3,#FF3333
21,0.8175721451739782,Lactobacillus_crispatus_4,28,3,4,#FF4C4C
26,0.8320116122909413,Lactobacillus_crispatus_5,28,3,5,#FF6666
19,0.8724524352608115,Lactobacillus_crispatus_6,28,3,6,#FF7F7F
24,0.7762565985533046,Lactobacillus_crispatus_7,28,3,7,#FF9999
22,0.8615226336749823,Lactobacillus_crispatus_8,28,3,8,#FFB2B2
12,0.5483186717779636,Lactobacillus_iners_1,28,3,9,#FF8C00
8,0.7769133321298963,Lactobacillus_iners_2,28,3,10,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,28,3,11,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,28,3,12,#FFBD6D
14,0.6485966884851313,Lactobacillus_iners_5,28,3,13,#FFCD91
9,0.6829658559505328,Lactobacillus_iners_6,28,3,14,#FFDEB6
6,0.5912572515894434,Lactobacillus_iners_7,28,3,15,#FFEEDA
5,0.3940245173025669,UBA629_sp005465875_1,28,3,16,#448A73
23,0.3226739570313777,UBA629_sp005465875_3,28,3,17,#8EB8AB
25,0.4103114120141257,UBA629_sp005465875_4,28,3,18,#B4D0C7
20,0.4844488319619967,Gardnerella_vaginalis_2,28,3,19,#C7C5E0
3,0.208977104494153,Gardnerella_vaginalis_C_1,28,3,20,#B9B6D9
17,0.2666854033768036,Gardnerella_swidsinkii_1,28,3,21,#827DBA
18,0.2610554326404734,Gardnerella_swidsinkii_2,28,3,22,#8E8AC0
11,0.3045958474869036,Gardnerella_piotii_1,28,3,23,#3D3495
1,0.240539396348035,MultiGenera,28,3,24,#8c8c8c
15,0.2033299953033036,MultiGenera,28,3,25,#8c8c8c
2,0.4411382909659821,Lactobacillus_paragasseri_1,28,3,26,#0D4018
27,0.6381574880657847,Lactobacillus_mulieris_1,28,3,27,#A16060
9,0.8405851111556855,Lactobacillus_crispatus_1,28,4,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,28,4,2,#FF1919
5,0.8643502635506987,Lactobacillus_crispatus_3,28,4,3,#FF3333
25,0.8175721451739782,Lactobacillus_crispatus_4,28,4,4,#FF4C4C
32,0.8320116122909413,Lactobacillus_crispatus_5,28,4,5,#FF6666
21,0.8724524352608115,Lactobacillus_crispatus_6,28,4,6,#FF7F7F
29,0.7762565985533046,Lactobacillus_crispatus_7,28,4,7,#FF9999
26,0.8615226336749823,Lactobacillus_crispatus_8,28,4,8,#FFB2B2
18,0.6475698222098262,Lactobacillus_iners_1,28,4,9,#FF8C00
33,0.3312067802082639,Lactobacillus_iners_1,28,4,10,#FF8C00
6,0.7769133321298963,Lactobacillus_iners_2,28,4,11,#FF9C24
14,0.402193724594676,Lactobacillus_iners_2,28,4,12,#FF9C24
2,0.6425756127054733,Lactobacillus_iners_4,28,4,13,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,28,4,14,#FFCD91
7,0.6829658559505328,Lactobacillus_iners_6,28,4,15,#FFDEB6
4,0.5912572515894434,Lactobacillus_iners_7,28,4,16,#FFEEDA
3,0.3940245173025669,UBA629_sp005465875_1,28,4,17,#448A73
28,0.3226739570313777,UBA629_sp005465875_3,28,4,18,#8EB8AB
30,0.4103114120141257,UBA629_sp005465875_4,28,4,19,#B4D0C7
20,0.3071564435456574,Gardnerella_vaginalis_1,28,4,20,#908BC2
23,0.4844488319619967,Gardnerella_vaginalis_2,28,4,21,#C7C5E0
17,0.2274848054546407,Gardnerella_vaginalis_C_1,28,4,22,#B9B6D9
34,0.2220211651496204,Gardnerella_vaginalis_C_3,28,4,23,#E7E6F2
31,0.1873846521179547,Gardnerella_vaginalis_F_1,28,4,24,#E3E2EF
22,0.1980253669982367,Gardnerella_vaginalis_H_1,28,4,25,#F1F0F7
15,0.2666854033768036,Gardnerella_swidsinkii_1,28,4,26,#827DBA
19,0.2610554326404734,Gardnerella_swidsinkii_2,28,4,27,#8E8AC0
10,0.3045958474869036,Gardnerella_piotii_1,28,4,28,#3D3495
8,0.5785257818314725,Bifidobacterium_breve_2,28,4,29,#D5FFD5
1,0.2411694137851849,MultiGenera,28,4,30,#8c8c8c
16,0.1909820574107562,MultiGenera,28,4,31,#8c8c8c
24,0.2093265316481618,MultiGenera,28,4,32,#8c8c8c
27,0.1956839869934938,MultiGenera,28,4,33,#8c8c8c
13,0.2733977497929997,Lactobacillus_paragasseri_1,28,4,34,#0D4018
35,0.6381574880657847,Lactobacillus_mulieris_1,28,4,35,#A16060
9,0.8405851111556855,Lactobacillus_crispatus_1,29,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,29,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,29,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,29,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,29,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,29,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,29,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,29,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,29,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,29,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,29,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,29,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,29,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,29,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,29,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,29,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,29,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,29,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,29,1,4,#FF4C4C
17,0.8320116122909413,Lactobacillus_crispatus_5,29,1,5,#FF6666
13,0.8724524352608115,Lactobacillus_crispatus_6,29,1,6,#FF7F7F
16,0.7762565985533046,Lactobacillus_crispatus_7,29,1,7,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,29,1,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,29,1,9,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,29,1,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,29,1,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,29,1,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,29,1,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,29,1,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,29,1,15,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,29,1,16,#C7C5E0
1,0.2422917250729616,MultiGenera,29,1,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,29,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,29,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,29,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,29,2,4,#FF4C4C
19,0.8320116122909413,Lactobacillus_crispatus_5,29,2,5,#FF6666
14,0.8724524352608115,Lactobacillus_crispatus_6,29,2,6,#FF7F7F
18,0.7762565985533046,Lactobacillus_crispatus_7,29,2,7,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,29,2,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,29,2,9,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,29,2,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,29,2,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,29,2,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,29,2,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,29,2,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,29,2,15,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,29,2,16,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,29,2,17,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,29,2,18,#8E8AC0
1,0.2422917250729616,MultiGenera,29,2,19,#8c8c8c
10,0.8405851111556855,Lactobacillus_crispatus_1,29,3,1,#FF0000
13,0.8117584386405232,Lactobacillus_crispatus_2,29,3,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,29,3,3,#FF3333
21,0.8175721451739782,Lactobacillus_crispatus_4,29,3,4,#FF4C4C
26,0.8320116122909413,Lactobacillus_crispatus_5,29,3,5,#FF6666
19,0.8724524352608115,Lactobacillus_crispatus_6,29,3,6,#FF7F7F
24,0.7762565985533046,Lactobacillus_crispatus_7,29,3,7,#FF9999
22,0.8615226336749823,Lactobacillus_crispatus_8,29,3,8,#FFB2B2
12,0.5483186717779636,Lactobacillus_iners_1,29,3,9,#FF8C00
8,0.7769133321298963,Lactobacillus_iners_2,29,3,10,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,29,3,11,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,29,3,12,#FFBD6D
14,0.6485966884851313,Lactobacillus_iners_5,29,3,13,#FFCD91
9,0.6829658559505328,Lactobacillus_iners_6,29,3,14,#FFDEB6
6,0.5912572515894434,Lactobacillus_iners_7,29,3,15,#FFEEDA
5,0.3940245173025669,UBA629_sp005465875_1,29,3,16,#448A73
23,0.3226739570313777,UBA629_sp005465875_3,29,3,17,#8EB8AB
25,0.4103114120141257,UBA629_sp005465875_4,29,3,18,#B4D0C7
20,0.4844488319619967,Gardnerella_vaginalis_2,29,3,19,#C7C5E0
3,0.208977104494153,Gardnerella_vaginalis_C_1,29,3,20,#B9B6D9
17,0.2666854033768036,Gardnerella_swidsinkii_1,29,3,21,#827DBA
18,0.2610554326404734,Gardnerella_swidsinkii_2,29,3,22,#8E8AC0
11,0.3045958474869036,Gardnerella_piotii_1,29,3,23,#3D3495
1,0.240539396348035,MultiGenera,29,3,24,#8c8c8c
15,0.2033299953033036,MultiGenera,29,3,25,#8c8c8c
2,0.4411382909659821,Lactobacillus_paragasseri_1,29,3,26,#0D4018
27,0.6381574880657847,Lactobacillus_mulieris_1,29,3,27,#A16060
9,0.8405851111556855,Lactobacillus_crispatus_1,29,4,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,29,4,2,#FF1919
5,0.8643502635506987,Lactobacillus_crispatus_3,29,4,3,#FF3333
25,0.8175721451739782,Lactobacillus_crispatus_4,29,4,4,#FF4C4C
32,0.8320116122909413,Lactobacillus_crispatus_5,29,4,5,#FF6666
21,0.8724524352608115,Lactobacillus_crispatus_6,29,4,6,#FF7F7F
29,0.7762565985533046,Lactobacillus_crispatus_7,29,4,7,#FF9999
26,0.8615226336749823,Lactobacillus_crispatus_8,29,4,8,#FFB2B2
18,0.6475698222098262,Lactobacillus_iners_1,29,4,9,#FF8C00
33,0.3312067802082639,Lactobacillus_iners_1,29,4,10,#FF8C00
6,0.7769133321298963,Lactobacillus_iners_2,29,4,11,#FF9C24
14,0.402193724594676,Lactobacillus_iners_2,29,4,12,#FF9C24
2,0.6425756127054733,Lactobacillus_iners_4,29,4,13,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,29,4,14,#FFCD91
7,0.6829658559505328,Lactobacillus_iners_6,29,4,15,#FFDEB6
4,0.5912572515894434,Lactobacillus_iners_7,29,4,16,#FFEEDA
3,0.3940245173025669,UBA629_sp005465875_1,29,4,17,#448A73
28,0.3226739570313777,UBA629_sp005465875_3,29,4,18,#8EB8AB
30,0.4103114120141257,UBA629_sp005465875_4,29,4,19,#B4D0C7
20,0.3071564435456574,Gardnerella_vaginalis_1,29,4,20,#908BC2
23,0.4844488319619967,Gardnerella_vaginalis_2,29,4,21,#C7C5E0
17,0.2274848054546407,Gardnerella_vaginalis_C_1,29,4,22,#B9B6D9
34,0.2220211651496204,Gardnerella_vaginalis_C_3,29,4,23,#E7E6F2
31,0.1873846521179547,Gardnerella_vaginalis_F_1,29,4,24,#E3E2EF
22,0.1980253669982367,Gardnerella_vaginalis_H_1,29,4,25,#F1F0F7
15,0.2666854033768036,Gardnerella_swidsinkii_1,29,4,26,#827DBA
19,0.2610554326404734,Gardnerella_swidsinkii_2,29,4,27,#8E8AC0
10,0.3045958474869036,Gardnerella_piotii_1,29,4,28,#3D3495
8,0.5785257818314725,Bifidobacterium_breve_2,29,4,29,#D5FFD5
1,0.2411694137851849,MultiGenera,29,4,30,#8c8c8c
16,0.1909820574107562,MultiGenera,29,4,31,#8c8c8c
24,0.2093265316481618,MultiGenera,29,4,32,#8c8c8c
27,0.1956839869934938,MultiGenera,29,4,33,#8c8c8c
13,0.2733977497929997,Lactobacillus_paragasseri_1,29,4,34,#0D4018
35,0.6381574880657847,Lactobacillus_mulieris_1,29,4,35,#A16060
9,0.8405851111556855,Lactobacillus_crispatus_1,30,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,30,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,30,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,30,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,30,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,30,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,30,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,30,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,30,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,30,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,30,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,30,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,30,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,30,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,30,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,30,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,30,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,30,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,30,1,4,#FF4C4C
17,0.8320116122909413,Lactobacillus_crispatus_5,30,1,5,#FF6666
13,0.8724524352608115,Lactobacillus_crispatus_6,30,1,6,#FF7F7F
16,0.7762565985533046,Lactobacillus_crispatus_7,30,1,7,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,30,1,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,30,1,9,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,30,1,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,30,1,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,30,1,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,30,1,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,30,1,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,30,1,15,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,30,1,16,#C7C5E0
1,0.2422917250729616,MultiGenera,30,1,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,30,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,30,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,30,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,30,2,4,#FF4C4C
19,0.8320116122909413,Lactobacillus_crispatus_5,30,2,5,#FF6666
14,0.8724524352608115,Lactobacillus_crispatus_6,30,2,6,#FF7F7F
18,0.7762565985533046,Lactobacillus_crispatus_7,30,2,7,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,30,2,8,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,30,2,9,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,30,2,10,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,30,2,11,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,30,2,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,30,2,13,#FFDEB6
2,0.510350087242883,Lactobacillus_iners_7,30,2,14,#FFEEDA
6,0.3940245173025669,UBA629_sp005465875_1,30,2,15,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,30,2,16,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,30,2,17,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,30,2,18,#8E8AC0
1,0.2422917250729616,MultiGenera,30,2,19,#8c8c8c
10,0.8405851111556855,Lactobacillus_crispatus_1,30,3,1,#FF0000
13,0.8117584386405232,Lactobacillus_crispatus_2,30,3,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,30,3,3,#FF3333
21,0.8175721451739782,Lactobacillus_crispatus_4,30,3,4,#FF4C4C
26,0.8320116122909413,Lactobacillus_crispatus_5,30,3,5,#FF6666
19,0.8724524352608115,Lactobacillus_crispatus_6,30,3,6,#FF7F7F
24,0.7762565985533046,Lactobacillus_crispatus_7,30,3,7,#FF9999
22,0.8615226336749823,Lactobacillus_crispatus_8,30,3,8,#FFB2B2
12,0.5483186717779636,Lactobacillus_iners_1,30,3,9,#FF8C00
8,0.7769133321298963,Lactobacillus_iners_2,30,3,10,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,30,3,11,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,30,3,12,#FFBD6D
14,0.6485966884851313,Lactobacillus_iners_5,30,3,13,#FFCD91
